[locus_tag=SynWH7803_0001],[protein_id=CAK22427.1],[gene=dnaN],[protein=DNA polymerase III beta subunit],[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[evalue=7.58933E-157]
[locus_tag=SynWH7803_2225],[protein_id=CAK24651.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMM0116],[protein_id=CAE18575.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.52132E-61]
[locus_tag=SynWH7803_2226],[protein_id=CAK24652.1],[gene=None],"[protein=TPR-repeat protein, specific for cyanobacteria]",[locus_tag=PMM0117],[protein_id=CAE18576.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.50310E-43]
[locus_tag=SynWH7803_2227],[protein_id=CAK24653.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMM0118],[protein_id=CAE18577.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.72638E-121],[locus_tag=PMM1586],[protein_id=CAE20045.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.69548E-30]
[locus_tag=SynWH7803_2229],[protein_id=CAK24655.1],[gene=None],[protein=Predicted nucleoside-diphosphate sugar epimerase],[locus_tag=PMM0120],[protein_id=CAE18579.1],[gene=None],[protein=putative cell division inhibitor],[evalue=4.82581E-121]
[locus_tag=SynWH7803_2231],[protein_id=CAK24657.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMM0121],[protein_id=CAE18580.1],[gene=None],[protein=conserved hypothetical protein],[evalue=5.53349E-30]
[locus_tag=SynWH7803_2233],[protein_id=CAK24659.1],[gene=dnaJ],[protein=DnaJ-class molecular chaperone],[locus_tag=PMM0122],[protein_id=CAE18581.1],[gene=None],[protein=possible heat shock protein DnaJ],[evalue=1.25907E-72]
[locus_tag=SynWH7803_2234],[protein_id=CAK24660.1],[gene=cysK],[protein=Cysteine synthase],[locus_tag=PMM0123],[protein_id=CAE18582.1],[gene=cysK2],[protein=O-acetylserine (thiol)-lyase A],[evalue=4.11012E-136],[locus_tag=PMM0407],[protein_id=CAE18866.1],[gene=cysK1],[protein=O-acetylserine (thiol)-lyase A],[evalue=8.73850E-89]
[locus_tag=SynWH7803_2235],[protein_id=CAK24661.1],[gene=None],"[protein=Porin, P stress induced]",[locus_tag=PMM0709],[protein_id=CAE19168.1],[gene=som],[protein=possible porin],[evalue=3.31794E-28],[locus_tag=PMM1121],[protein_id=CAE19580.1],[gene=som],[protein=possible porin],[evalue=4.86053E-11]
[locus_tag=SynWH7803_2236],[protein_id=CAK24662.1],[gene=None],"[protein=Porin, P stress induced]",[locus_tag=PMM0709],[protein_id=CAE19168.1],[gene=som],[protein=possible porin],[evalue=1.10862E-30]
[locus_tag=SynWH7803_2239],[protein_id=CAK24665.1],[gene=psbD],[protein=Photosystem II D2 protein],[locus_tag=PMM1157],[protein_id=CAE19616.1],[gene=psbD],[protein=Photosystem II PsbD protein (D2)],[evalue=0.00000E+00],[locus_tag=PMM0223],[protein_id=CAE18682.1],[gene=psbA],[protein=Photosystem II PsbA protein (D1)],[evalue=2.13355E-47]
[locus_tag=SynWH7803_2240],[protein_id=CAK24666.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMM0124],[protein_id=CAE18583.1],[gene=None],[protein=conserved hypothetical protein in cyanobacteria],[evalue=5.16388E-28]
[locus_tag=SynWH7803_2241],[protein_id=CAK24667.1],[gene=None],"[protein=ABC-type system, ATPase component]",[locus_tag=PMM0125],[protein_id=CAE18584.1],[gene=None],"[protein=possible ABC transporter, ATP-binding component]",[evalue=2.08742E-76],[locus_tag=PMM0666],[protein_id=CAE19125.1],[gene=None],"[protein=possible ABC transporter, ATP-binding component]",[evalue=9.15873E-25],[locus_tag=PMM0449],[protein_id=CAE18908.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=1.81232E-21]
[locus_tag=SynWH7803_2242],[protein_id=CAK24668.1],[gene=None],[protein=Two-component system response regulator],[locus_tag=PMM0128],[protein_id=CAE18587.1],[gene=rpaA],[protein=two-component response regulator],[evalue=2.62525E-155],[locus_tag=PMM0134],[protein_id=CAE18593.1],[gene=rpaB],[protein=two-component response regulator],[evalue=1.05807E-55],[locus_tag=PMM0705],[protein_id=CAE19164.1],[gene=phoB],"[protein=two-component response regulator, phosphate]",[evalue=1.00948E-49]
[locus_tag=SynWH7803_2243],[protein_id=CAK24669.1],[gene=holB],[protein=DNA polymerase III delta prime subunit],[locus_tag=PMM0129],[protein_id=CAE18588.1],[gene=holB],"[protein=DNA polymerase III, delta prime subunit]",[evalue=1.25070E-70],[locus_tag=PMM1658],[protein_id=CAE20117.1],[gene=dnaX],"[protein=DNA polymerase, gamma and tau subunits]",[evalue=4.62146E-21]
[locus_tag=SynWH7803_2244],[protein_id=CAK24670.1],[gene=tmk],[protein=Thymidylate kinase],[locus_tag=PMM0130],[protein_id=CAE18589.1],[gene=None],[protein=Thymidylate kinase],[evalue=1.68511E-68]
[locus_tag=SynWH7803_2245],[protein_id=CAK24671.1],[gene=copA],[protein=Copper-transporting ATPase],[locus_tag=PMM0131],[protein_id=CAE18590.1],[gene=None],[protein=putative P-type ATPase transporter for copper],[evalue=0.00000E+00]
[locus_tag=SynWH7803_2246],[protein_id=CAK24672.1],[gene=ycf3],[protein=Photosystem I assembly protein Ycf3],[locus_tag=PMM0132],[protein_id=CAE18591.1],[gene=None],[protein=cyanobacterial conserved hypothetical],[evalue=1.08622E-93]
[locus_tag=SynWH7803_2247],[protein_id=CAK24673.1],[gene=radA],[protein=DNA repair protein RadA],[locus_tag=PMM0133],[protein_id=CAE18592.1],[gene=radA],[protein=putative DNA repair protein RadA],[evalue=2.79880E-173]
[locus_tag=SynWH7803_2248],[protein_id=CAK24674.1],[gene=None],[protein=Two-component system response regulator],[locus_tag=PMM0134],[protein_id=CAE18593.1],[gene=rpaB],[protein=two-component response regulator],[evalue=1.93854E-158],[locus_tag=PMM1619],[protein_id=CAE20078.1],[gene=None],[protein=two-component response regulator],[evalue=3.85827E-91],[locus_tag=PMM0128],[protein_id=CAE18587.1],[gene=rpaA],[protein=two-component response regulator],[evalue=1.30734E-53]
[locus_tag=SynWH7803_2249],[protein_id=CAK24675.1],[gene=plsX],[protein=Fatty acid/phospholipid synthesis protein PlsX],[locus_tag=PMM0135],[protein_id=CAE18594.1],[gene=plsX],[protein=fatty acid/phospholipid synthesis protein PlsX],[evalue=0.00000E+00]
[locus_tag=SynWH7803_2250],[protein_id=CAK24676.1],[gene=fabH],[protein=3-oxoacyl-[acyl-carrier-protein],[locus_tag=PMM0136],[protein_id=CAE18595.1],[gene=fabH],[protein=3-oxoacyl-[acyl-carrier-protein],[evalue=7.61687E-147]
[locus_tag=SynWH7803_2251],[protein_id=CAK24677.1],[gene=fabD],[protein=Malonyl CoA-acyl carrier protein transacylase],[locus_tag=PMM0137],[protein_id=CAE18596.1],[gene=fabD],[protein=Malonyl coenzyme A-acyl carrier protein transacylase],[evalue=2.66326E-103]
[locus_tag=SynWH7803_2252],[protein_id=CAK24678.1],[gene=plsC],[protein=1-acyl-sn-glycerol-3-phosphate acyltransferase],[locus_tag=PMM0138],[protein_id=CAE18597.1],[gene=plsC],[protein=putative 1-acyl-sn-glycerol-3-phosphate acyltransferase],[evalue=1.18111E-75]
[locus_tag=SynWH7803_2254],[protein_id=CAK24680.1],[gene=None],"[protein=Inactive homolog of metal-dependent protease, putative molecular chaperone]",[locus_tag=PMM0139],[protein_id=CAE18598.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.72503E-32]
[locus_tag=SynWH7803_2255],[protein_id=CAK24681.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMM0140],[protein_id=CAE18599.1],[gene=ycf34],[protein=putative Ycf34],[evalue=7.98060E-32]
[locus_tag=SynWH7803_2256],[protein_id=CAK24682.1],[gene=pcnB],[protein=tRNA nucleotidyltransferase/poly(A) polymerase],[locus_tag=PMM0141],[protein_id=CAE18600.1],[gene=None],[protein=Poly A polymerase family],[evalue=2.41351E-77],[locus_tag=PMM0303],[protein_id=CAE18762.1],[gene=None],[protein=tRNA nucleotidyltransferase/poly(A) polymerase],[evalue=4.98618E-13]
[locus_tag=SynWH7803_2257],[protein_id=CAK24683.1],[gene=None],"[protein=RNA-binding protein, RRM domain]",[locus_tag=PMM0142],[protein_id=CAE18601.1],[gene=None],[protein=RNA-binding region RNP-1 (RNA recognition motif)],[evalue=7.50533E-49]
[locus_tag=SynWH7803_2259],[protein_id=CAK24685.1],[gene=devB],[protein=DevB-like secretion protein],[locus_tag=PMM0748],[protein_id=CAE19207.1],[gene=None],[protein=possible ABC transporter component],[evalue=1.92859E-26]
[locus_tag=SynWH7803_2260],[protein_id=CAK24686.1],[gene=devC],[protein=ABC transporter permease component],[locus_tag=PMM0749],[protein_id=CAE19208.1],[gene=None],"[protein=ABC-transporter, membrane spanning component]",[evalue=3.71899E-90]
[locus_tag=SynWH7803_2261],[protein_id=CAK24687.1],[gene=devA],"[protein=ABC-type transport system, involved in lipoprotein release, ATPase component]",[locus_tag=PMM0750],[protein_id=CAE19209.1],[gene=None],"[protein=ABC transporter, ATP-binding component]",[evalue=3.69857E-69],[locus_tag=PMM0434],[protein_id=CAE18893.1],[gene=None],"[protein=possible ABC transporter, ATP binding protein]",[evalue=1.65510E-45],[locus_tag=PMM0803],[protein_id=CAE19262.1],"[gene=futC, sfuC]","[protein=ABC transporter, ATP binding component, possibly iron transporter]",[evalue=2.19753E-37]
[locus_tag=SynWH7803_2262],[protein_id=CAK24688.1],[gene=mhpC],[protein=Predicted hydrolase (alpha/beta superfamily hydrolase)],[locus_tag=PMM1628],[protein_id=CAE20087.1],[gene=None],[protein=possible alpha/beta hydrolase superfamily],[evalue=2.41420E-91],[locus_tag=PMM1599],[protein_id=CAE20058.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.20919E-35],[locus_tag=PMM1153],[protein_id=CAE19612.1],[gene=None],[protein=predicted alpha/beta hydrolase superfamily protein],[evalue=2.83246E-27]
[locus_tag=SynWH7803_2263],[protein_id=CAK24689.1],[gene=None],[protein=Permease of the major facilitator superfamily],[locus_tag=PMM1695],[protein_id=CAE20154.1],[gene=None],"[protein=multidrug efflux transporter, MFS family]",[evalue=3.38074E-30]
[locus_tag=SynWH7803_2265],[protein_id=CAK24691.1],[gene=None],[protein=Putative dioxygenase],[locus_tag=PMM0808],[protein_id=CAE19267.1],[gene=None],[protein=Rieske iron-sulfur protein 2Fe-2S subunit],[evalue=7.39669E-16]
[locus_tag=SynWH7803_2268],[protein_id=CAK24694.1],[gene=None],[protein=Outer membrane efflux protein],[locus_tag=PMM0097],[protein_id=CAE18556.1],[gene=None],[protein=possible RND family outer membrane efflux protein],[evalue=3.25995E-18]
[locus_tag=SynWH7803_2269],[protein_id=CAK24695.1],[gene=crtB],[protein=Phytoene synthase],[locus_tag=PMM0143],[protein_id=CAE18602.1],"[gene=crtB,pys]",[protein=Squalene and phytoene synthases],[evalue=4.61451E-152]
[locus_tag=SynWH7803_2270],[protein_id=CAK24696.1],[gene=None],[protein=Possible hybride histidine kinase],[locus_tag=PMM0134],[protein_id=CAE18593.1],[gene=rpaB],[protein=two-component response regulator],[evalue=5.24946E-17],[locus_tag=PMM1619],[protein_id=CAE20078.1],[gene=None],[protein=two-component response regulator],[evalue=1.41254E-16],[locus_tag=PMM0128],[protein_id=CAE18587.1],[gene=rpaA],[protein=two-component response regulator],[evalue=2.95635E-14]
[locus_tag=SynWH7803_2271],[protein_id=CAK24697.1],[gene=None],[protein=CheY-like receiver domain],[locus_tag=PMM0128],[protein_id=CAE18587.1],[gene=rpaA],[protein=two-component response regulator],[evalue=7.16865E-24],[locus_tag=PMM0169],[protein_id=CAE18628.1],[gene=None],[protein=two-component response regulator],[evalue=3.49040E-19],[locus_tag=PMM1619],[protein_id=CAE20078.1],[gene=None],[protein=two-component response regulator],[evalue=2.93852E-17]
[locus_tag=SynWH7803_2272],[protein_id=CAK24698.1],[gene=None],[protein=Hybride histidine kinase],[locus_tag=PMM1341],[protein_id=CAE19800.1],[gene=nblS],[protein=two-component sensor histidine kinase],[evalue=1.87851E-20],[locus_tag=PMM0169],[protein_id=CAE18628.1],[gene=None],[protein=two-component response regulator],[evalue=1.14148E-12]
[locus_tag=SynWH7803_2273],[protein_id=CAK24699.1],"[gene=crtD,pds]",[protein=Phytoene dehydrogenase],[locus_tag=PMM0144],[protein_id=CAE18603.1],"[gene=pds,crtD]",[protein=phytoene desaturase],[evalue=0.00000E+00],[locus_tag=PMM0115],[protein_id=CAE18574.1],[gene=crtQ],[protein=zeta-carotene desaturase],[evalue=2.20815E-80]
[locus_tag=SynWH7803_2274],[protein_id=CAK24700.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMM0145],[protein_id=CAE18604.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.35513E-52]
[locus_tag=SynWH7803_2275],[protein_id=CAK24701.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMM0146],[protein_id=CAE18605.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.15317E-90]
[locus_tag=SynWH7803_2276],[protein_id=CAK24702.1],[gene=rbcR],[protein=RuBisCO operon transcriptional regulator],[locus_tag=PMM0147],[protein_id=CAE18606.1],[gene=rbcR],[protein=putative Rubisco transcriptional regulator],[evalue=0.00000E+00]
[locus_tag=SynWH7803_2277],[protein_id=CAK24703.1],[gene=None],[protein=Conserved hypothetical membrane protein],[locus_tag=PMM0148],[protein_id=CAE18607.1],[gene=None],[protein=conserved hypothetical protein],[evalue=5.71751E-107]
[locus_tag=SynWH7803_2278],[protein_id=CAK24704.1],[gene=ndhF],[protein=NAD(P)H-quinone oxidoreductase chain 5],[locus_tag=PMM0149],[protein_id=CAE18608.1],[gene=ndhF],[protein=putative NADH Dehydrogenase (complex I) subunit (chain 5)],[evalue=0.00000E+00],[locus_tag=PMM0435],[protein_id=CAE18894.1],[gene=ndhB],[protein=putative NADH dehydrogenase (complex I) subunit (chain 2)],[evalue=7.08190E-17],[locus_tag=PMM0594],[protein_id=CAE19053.1],[gene=ndhD],[protein=putative NADH Dehydrogenase (complex I) subunit (chain 4)],[evalue=2.55193E-14]
[locus_tag=SynWH7803_2280],[protein_id=CAK24706.1],[gene=ndhD],[protein=NAD(P)H-quinone oxidoreductase chain 4-1],[locus_tag=PMM0150],[protein_id=CAE18609.1],[gene=ndhD],[protein=putative NADH dehydrogenase subunit (chain 4)],[evalue=0.00000E+00],[locus_tag=PMM0594],[protein_id=CAE19053.1],[gene=ndhD],[protein=putative NADH Dehydrogenase (complex I) subunit (chain 4)],[evalue=3.38864E-154],[locus_tag=PMM0435],[protein_id=CAE18894.1],[gene=ndhB],[protein=putative NADH dehydrogenase (complex I) subunit (chain 2)],[evalue=1.15501E-16]
[locus_tag=SynWH7803_2281],[protein_id=CAK24707.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMM0151],[protein_id=CAE18610.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.85199E-86]
[locus_tag=SynWH7803_2282],[protein_id=CAK24708.1],[gene=None],[protein=Nucleoside-diphosphate-sugar transferase],[locus_tag=PMM0152],[protein_id=CAE18611.1],[gene=None],[protein=Putative sugar-phosphate nucleotidyl transferase],[evalue=0.00000E+00],[locus_tag=PMM1216],[protein_id=CAE19675.1],[gene=None],[protein=Putative sugar-phosphate nucleotidyl transferase],[evalue=3.59113E-22],[locus_tag=PMM1204],[protein_id=CAE19663.1],"[gene=ddhA, rfbF]",[protein=glucose-1-phosphate cytidylyltransferase],[evalue=3.56329E-17]
[locus_tag=SynWH7803_2283],[protein_id=CAK24709.1],[gene=metF],[protein=5-10-methylenetetrahydrofolate reductase],[locus_tag=PMM0153],[protein_id=CAE18612.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.67528E-133]
[locus_tag=SynWH7803_2284],[protein_id=CAK24710.1],[gene=None],"[protein=Transcriptional regulator, luxR family]",[locus_tag=PMM0154],[protein_id=CAE18613.1],[gene=None],"[protein=Bacterial regulatory protein, LuxR family]",[evalue=4.20862E-48],[locus_tag=PMM0169],[protein_id=CAE18628.1],[gene=None],[protein=two-component response regulator],[evalue=9.93941E-12]
[locus_tag=SynWH7803_2286],[protein_id=CAK24712.1],[gene=None],[protein=Conserved hypothetical protein],[locus_tag=PMM0155],[protein_id=CAE18614.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.69339E-35]
[locus_tag=SynWH7803_2287],[protein_id=CAK24713.1],[gene=ppnK],[protein=Inorganic polyphosphate/ATP-NAD kinase],[locus_tag=PMM0156],[protein_id=CAE18615.1],[gene=None],[protein=predicted inorganic polyphosphate / ATP-NAD+ kinase],[evalue=8.74842E-79],[locus_tag=PMM1269],[protein_id=CAE19728.1],[gene=None],[protein=predicted sugar kinase],[evalue=1.91716E-32]
[locus_tag=SynWH7803_2288],[protein_id=CAK24714.1],[gene=ndhE],[protein=NAD(P)H-quinone oxidoreductase chain 4L],[locus_tag=PMM0157],[protein_id=CAE18616.1],[gene=ndhE],[protein=putative NADH Dehydrogenase subunit],[evalue=9.64905E-57]
[locus_tag=SynWH7803_2289],[protein_id=CAK24715.1],[gene=ndhG],[protein=NAD(P)H-quinone oxidoreductase chain 6],[locus_tag=PMM0158],[protein_id=CAE18617.1],[gene=ndhG],[protein=putative NADH Dehydrogenase (complex I) subunit (chain 6)],[evalue=2.26490E-90]
[locus_tag=SynWH7803_2290],[protein_id=CAK24716.1],"[gene=ndhI, frxB]",[protein=NAD(P)H-quinone oxidoreductase subunit I],[locus_tag=PMM0159],[protein_id=CAE18618.1],[gene=ndhI],[protein=putative NADH Dehydrogenase subunit],[evalue=2.82022E-116]
[locus_tag=SynWH7803_2291],[protein_id=CAK24717.1],[gene=ndhA],[protein=NAD(P)H-quinone oxidoreductase chain 1],[locus_tag=PMM0160],[protein_id=CAE18619.1],[gene=ndhA],[protein=putative respiratory-chain NADH dehydrogenase subunit],[evalue=0.00000E+00]
[locus_tag=SynWH7803_2292],[protein_id=CAK24718.1],[gene=gltA],[protein=Citrate synthase],[locus_tag=PMM0161],[protein_id=CAE18620.1],[gene=gltA],[protein=Citrate synthase],[evalue=0.00000E+00]
[locus_tag=SynWH7803_2295],[protein_id=CAK24721.1],[gene=pspE],[protein=Putative rhodanese-related sulfurtransferase],[locus_tag=PMM0163],[protein_id=CAE18622.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.66644E-30]
[locus_tag=SynWH7803_2299],[protein_id=CAK24725.1],[gene=trpB],[protein=Tryptophan synthase beta chain],[locus_tag=PMM0164],[protein_id=CAE18623.1],[gene=trpB],"[protein=Tryptophan synthase, beta chain]",[evalue=0.00000E+00]
[locus_tag=SynWH7803_2301],[protein_id=CAK24727.1],[gene=None],[protein=Translation initiation factor SUI1],[locus_tag=PMM0165],[protein_id=CAE18624.1],[gene=None],[protein=Translation initiation factor SUI1],[evalue=3.05446E-15]
[locus_tag=SynWH7803_2302],[protein_id=CAK24728.1],[gene=cysC],[protein=Adenylylsulfate kinase],[locus_tag=PMM0166],[protein_id=CAE18625.1],[gene=cysC],[protein=Adenylylsulfate kinase],[evalue=4.78157E-96]
[locus_tag=SynWH7803_2304],[protein_id=CAK24730.1],[gene=purE],[protein=Phosphoribosylaminoimidazole carboxylase catalytic subunit],[locus_tag=PMM0167],[protein_id=CAE18626.1],[gene=purE],[protein=Phosphoribosylaminoimidazole carboxylase],[evalue=5.04313E-67]
[locus_tag=SynWH7803_2306],[protein_id=CAK24732.1],[gene=chlM],[protein=Magnesium-protoporphyrin IX methyltransferase],[locus_tag=PMM0168],[protein_id=CAE18627.1],[gene=chlM],[protein=Mg-protoporphyrin IX methyltransferase],[evalue=8.21377E-109]
[locus_tag=SynWH7803_2308],[protein_id=CAK24734.1],[gene=None],[protein=Pseudouridylate synthase],[locus_tag=PMM0193],[protein_id=CAE18652.1],[gene=rluD],[protein=putative pseudouridylate synthase specific to ribosomal large subunit],[evalue=4.37406E-20]
[locus_tag=SynWH7803_2309],[protein_id=CAK24735.1],[gene=None],[protein=Two-component system response regulator],[locus_tag=PMM0169],[protein_id=CAE18628.1],[gene=None],[protein=two-component response regulator],[evalue=6.47920E-123],[locus_tag=PMM0128],[protein_id=CAE18587.1],[gene=rpaA],[protein=two-component response regulator],[evalue=1.54708E-29],[locus_tag=PMM0134],[protein_id=CAE18593.1],[gene=rpaB],[protein=two-component response regulator],[evalue=2.03785E-28]
[locus_tag=SynWH7803_2311],[protein_id=CAK24737.1],[gene=None],[protein=Cysteine desulfurase],[locus_tag=PMM0170],[protein_id=CAE18629.1],[gene=None],[protein=NifS-like aminotransferase class-V],[evalue=1.18885E-129],[locus_tag=PMM0887],[protein_id=CAE19346.1],[gene=nifS],[protein=possible cysteine desulfurase (class-V aminotransferase family)],[evalue=3.17223E-48],[locus_tag=PMM0070],[protein_id=CAE18529.1],[gene=None],[protein=putative cysteine desulfurase or selenocysteine lyase],[evalue=9.85287E-32]
