[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[evalue=0.00000E+00]
[locus_tag=PMM1541],[protein_id=CAE20000.1],[gene=None],[protein=50S ribosomal protein L15],[locus_tag=PMM1541],[protein_id=CAE20000.1],[gene=None],[protein=50S ribosomal protein L15],[evalue=4.31110E-109]
[locus_tag=PMM1542],[protein_id=CAE20001.1],[gene=None],[protein=30S ribosomal protein S5],[locus_tag=PMM1542],[protein_id=CAE20001.1],[gene=None],[protein=30S ribosomal protein S5],[evalue=4.17415E-149]
[locus_tag=PMM1543],[protein_id=CAE20002.1],[gene=None],[protein=50S ribosomal protein L18],[locus_tag=PMM1543],[protein_id=CAE20002.1],[gene=None],[protein=50S ribosomal protein L18],[evalue=1.21331E-88]
[locus_tag=PMM1544],[protein_id=CAE20003.1],[gene=None],[protein=50S ribosomal protein L6],[locus_tag=PMM1544],[protein_id=CAE20003.1],[gene=None],[protein=50S ribosomal protein L6],[evalue=4.36109E-129]
[locus_tag=PMM1545],[protein_id=CAE20004.1],[gene=None],[protein=30S ribosomal protein S8],[locus_tag=PMM1545],[protein_id=CAE20004.1],[gene=None],[protein=30S ribosomal protein S8],[evalue=3.25007E-97]
[locus_tag=PMM1546],[protein_id=CAE20005.1],[gene=None],[protein=50S ribosomal protein L5],[locus_tag=PMM1546],[protein_id=CAE20005.1],[gene=None],[protein=50S ribosomal protein L5],[evalue=1.86725E-131]
[locus_tag=PMM1547],[protein_id=CAE20006.1],[gene=None],[protein=50S ribosomal protein L24],[locus_tag=PMM1547],[protein_id=CAE20006.1],[gene=None],[protein=50S ribosomal protein L24],[evalue=1.11901E-81]
[locus_tag=PMM1548],[protein_id=CAE20007.1],[gene=None],[protein=50S Ribosomal protein L14],[locus_tag=PMM1548],[protein_id=CAE20007.1],[gene=None],[protein=50S Ribosomal protein L14],[evalue=2.51680E-87]
[locus_tag=PMM1549],[protein_id=CAE20008.1],[gene=None],[protein=30S Ribosomal protein S17],[locus_tag=PMM1549],[protein_id=CAE20008.1],[gene=None],[protein=30S Ribosomal protein S17],[evalue=4.51081E-62]
[locus_tag=PMM1550],[protein_id=CAE20009.1],[gene=None],[protein=50S ribosomal protein L29],[locus_tag=PMM1550],[protein_id=CAE20009.1],[gene=None],[protein=50S ribosomal protein L29],[evalue=4.61354E-47]
[locus_tag=PMM1551],[protein_id=CAE20010.1],[gene=None],[protein=50S ribosomal protein L16],[locus_tag=PMM1551],[protein_id=CAE20010.1],[gene=None],[protein=50S ribosomal protein L16],[evalue=1.98639E-118]
[locus_tag=PMM1552],[protein_id=CAE20011.1],[gene=None],[protein=30S ribosomal protein S3],[locus_tag=PMM1552],[protein_id=CAE20011.1],[gene=None],[protein=30S ribosomal protein S3],[evalue=4.28655E-180]
[locus_tag=PMM1553],[protein_id=CAE20012.1],[gene=None],[protein=50S ribosomal protein L22],[locus_tag=PMM1553],[protein_id=CAE20012.1],[gene=None],[protein=50S ribosomal protein L22],[evalue=1.84315E-95]
[locus_tag=PMM1554],[protein_id=CAE20013.1],[gene=None],[protein=30S Ribosomal protein S19],[locus_tag=PMM1554],[protein_id=CAE20013.1],[gene=None],[protein=30S Ribosomal protein S19],[evalue=1.03377E-65]
[locus_tag=PMM1555],[protein_id=CAE20014.1],[gene=None],[protein=50S ribosomal protein L2],[locus_tag=PMM1555],[protein_id=CAE20014.1],[gene=None],[protein=50S ribosomal protein L2],[evalue=0.00000E+00]
[locus_tag=PMM1556],[protein_id=CAE20015.1],[gene=None],[protein=50S ribosomal protein L23],[locus_tag=PMM1556],[protein_id=CAE20015.1],[gene=None],[protein=50S ribosomal protein L23],[evalue=2.99879E-71]
[locus_tag=PMM1557],[protein_id=CAE20016.1],[gene=None],[protein=50S ribosomal protein L4],[locus_tag=PMM1557],[protein_id=CAE20016.1],[gene=None],[protein=50S ribosomal protein L4],[evalue=3.18140E-154]
[locus_tag=PMM1558],[protein_id=CAE20017.1],[gene=None],[protein=50S ribosomal protein L3],[locus_tag=PMM1558],[protein_id=CAE20017.1],[gene=None],[protein=50S ribosomal protein L3],[evalue=2.27550E-158]
[locus_tag=PMM1559],[protein_id=CAE20018.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1559],[protein_id=CAE20018.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.52580E-115]
[locus_tag=PMM1560],[protein_id=CAE20019.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1560],[protein_id=CAE20019.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMM1561],[protein_id=CAE20020.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1561],[protein_id=CAE20020.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMM1562],[protein_id=CAE20021.1],[gene=recA],[protein=RecA bacterial DNA recombination protein],[locus_tag=PMM1562],[protein_id=CAE20021.1],[gene=recA],[protein=RecA bacterial DNA recombination protein],[evalue=0.00000E+00]
[locus_tag=PMM1563],[protein_id=CAE20022.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1563],[protein_id=CAE20022.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.87236E-56]
[locus_tag=PMM1564],[protein_id=CAE20023.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1564],[protein_id=CAE20023.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMM1565],[protein_id=CAE20024.1],[gene=None],[protein=Prephenate dehydrogenase],[locus_tag=PMM1565],[protein_id=CAE20024.1],[gene=None],[protein=Prephenate dehydrogenase],[evalue=0.00000E+00]
[locus_tag=PMM1566],[protein_id=CAE20025.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1566],[protein_id=CAE20025.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00],[locus_tag=PMM1115],[protein_id=CAE19574.1],[gene=crtH],[protein=putative carotenoid isomerase],[evalue=1.43171E-24]
[locus_tag=PMM1567],[protein_id=CAE20026.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1567],[protein_id=CAE20026.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMM1568],[protein_id=CAE20027.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1568],[protein_id=CAE20027.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.32054E-86]
[locus_tag=PMM1569],[protein_id=CAE20028.1],[gene=moeB],[protein=molybdopterin biosynthesis protein],[locus_tag=PMM1569],[protein_id=CAE20028.1],[gene=moeB],[protein=molybdopterin biosynthesis protein],[evalue=0.00000E+00]
[locus_tag=PMM1570],[protein_id=CAE20029.1],[gene=None],[protein=None],[locus_tag=PMM1570],[protein_id=CAE20029.1],[gene=None],[protein=None],[evalue=0.00000E+00],[locus_tag=PMM0523],[protein_id=CAE18982.1],[gene=cobO],[protein=None],[evalue=1.51519E-19],[locus_tag=PMM0523],[protein_id=CAE18982.1],[gene=cobO],[protein=None],[evalue=7.04666E-18]
[locus_tag=PMM1571],[protein_id=CAE20030.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1571],[protein_id=CAE20030.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMM1572],[protein_id=CAE20031.1],[gene=None],[protein=DUF206],[locus_tag=PMM1572],[protein_id=CAE20031.1],[gene=None],[protein=DUF206],[evalue=3.85686E-106]
[locus_tag=PMM1573],[protein_id=CAE20032.1],[gene=recF],[protein=putative DNA repair and genetic recombination protein RecF],[locus_tag=PMM1573],[protein_id=CAE20032.1],[gene=recF],[protein=putative DNA repair and genetic recombination protein RecF],[evalue=0.00000E+00]
[locus_tag=PMM1574],[protein_id=CAE20033.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1574],[protein_id=CAE20033.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.27299E-108]
[locus_tag=PMM1575],[protein_id=CAE20034.1],[gene=ppc],[protein=Phosphoenolpyruvate carboxylase],[locus_tag=PMM1575],[protein_id=CAE20034.1],[gene=ppc],[protein=Phosphoenolpyruvate carboxylase],[evalue=0.00000E+00]
[locus_tag=PMM1576],[protein_id=CAE20035.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1576],[protein_id=CAE20035.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMM1577],[protein_id=CAE20036.1],[gene=trpE],[protein=Anthranilate synthase component I and chorismate binding enzyme],[locus_tag=PMM1577],[protein_id=CAE20036.1],[gene=trpE],[protein=Anthranilate synthase component I and chorismate binding enzyme],[evalue=0.00000E+00],[locus_tag=PMM1692],[protein_id=CAE20151.1],[gene=None],[protein=possible p-aminobenzoate synthetase],[evalue=4.92065E-52]
[locus_tag=PMM1578],[protein_id=CAE20037.1],[gene=psaD],[protein=Photosystem I protein PsaD],[locus_tag=PMM1578],[protein_id=CAE20037.1],[gene=psaD],[protein=Photosystem I protein PsaD],[evalue=4.24445E-104]
[locus_tag=PMM1579],[protein_id=CAE20038.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1579],[protein_id=CAE20038.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMM1580],[protein_id=CAE20039.1],[gene=rodA],[protein=None],[locus_tag=PMM1580],[protein_id=CAE20039.1],[gene=rodA],[protein=None],[evalue=0.00000E+00],[locus_tag=PMM1458],[protein_id=CAE19917.1],[gene=ftsW],[protein=Cell division protein FtsW],[evalue=7.54173E-24]
[locus_tag=PMM1581],[protein_id=CAE20040.1],[gene=None],[protein=MRP protein homolog],[locus_tag=PMM1581],[protein_id=CAE20040.1],[gene=None],[protein=MRP protein homolog],[evalue=0.00000E+00]
[locus_tag=PMM1582],[protein_id=CAE20041.1],[gene=hemF],[protein=Coproporphyrinogen III oxidase],[locus_tag=PMM1582],[protein_id=CAE20041.1],[gene=hemF],[protein=Coproporphyrinogen III oxidase],[evalue=0.00000E+00]
[locus_tag=PMM1583],[protein_id=CAE20042.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1583],[protein_id=CAE20042.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.40581E-134]
[locus_tag=PMM1584],[protein_id=CAE20043.1],[gene=rnd],[protein=putative ribonuclease D],[locus_tag=PMM1584],[protein_id=CAE20043.1],[gene=rnd],[protein=putative ribonuclease D],[evalue=9.24886E-159]
[locus_tag=PMM1585],[protein_id=CAE20044.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1585],[protein_id=CAE20044.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.52860E-60]
[locus_tag=PMM1586],[protein_id=CAE20045.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1586],[protein_id=CAE20045.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00],[locus_tag=PMM0118],[protein_id=CAE18577.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.51355E-39]
[locus_tag=PMM1587],[protein_id=CAE20046.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1587],[protein_id=CAE20046.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.64040E-35]
[locus_tag=PMM1588],[protein_id=CAE20047.1],[gene=None],[protein=possible Conserved carboxylase domain],[locus_tag=PMM1588],[protein_id=CAE20047.1],[gene=None],[protein=possible Conserved carboxylase domain],[evalue=3.53547E-150]
[locus_tag=PMM1589],[protein_id=CAE20048.1],[gene=None],[protein=phosphoribosyl formylglycinamidine cyclo-ligase],[locus_tag=PMM1589],[protein_id=CAE20048.1],[gene=None],[protein=phosphoribosyl formylglycinamidine cyclo-ligase],[evalue=0.00000E+00]
[locus_tag=PMM1590],[protein_id=CAE20049.1],[gene=None],[protein=None],[locus_tag=PMM1590],[protein_id=CAE20049.1],[gene=None],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMM1591],[protein_id=CAE20050.1],[gene=None],[protein=Low molecular weight phosphotyrosine protein phosphatase],[locus_tag=PMM1591],[protein_id=CAE20050.1],[gene=None],[protein=Low molecular weight phosphotyrosine protein phosphatase],[evalue=5.19922E-116]
[locus_tag=PMM1592],[protein_id=CAE20051.1],[gene=pebB],[protein=None],[locus_tag=PMM1592],[protein_id=CAE20051.1],[gene=pebB],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMM1593],[protein_id=CAE20052.1],[gene=pebA],[protein=None],[locus_tag=PMM1593],[protein_id=CAE20052.1],[gene=pebA],[protein=None],[evalue=3.60562E-176]
[locus_tag=PMM1594],[protein_id=CAE20053.1],[gene=ho1],[protein=Heme oxygenase],[locus_tag=PMM1594],[protein_id=CAE20053.1],[gene=ho1],[protein=Heme oxygenase],[evalue=9.14809E-177]
[locus_tag=PMM1595],[protein_id=CAE20054.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1595],[protein_id=CAE20054.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.04520E-116]
[locus_tag=PMM1596],[protein_id=CAE20055.1],[gene=icd],[protein=Isocitrate dehydrogenase],[locus_tag=PMM1596],[protein_id=CAE20055.1],[gene=icd],[protein=Isocitrate dehydrogenase],[evalue=0.00000E+00],[locus_tag=PMM0786],[protein_id=CAE19245.1],[gene=leuB],[protein=3-isopropylmalate dehydrogenase],[evalue=4.70455E-15]
[locus_tag=PMM1597],[protein_id=CAE20056.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1597],[protein_id=CAE20056.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMM1598],[protein_id=CAE20057.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1598],[protein_id=CAE20057.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMM1599],[protein_id=CAE20058.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1599],[protein_id=CAE20058.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00],[locus_tag=PMM1628],[protein_id=CAE20087.1],[gene=None],[protein=possible alpha/beta hydrolase superfamily],[evalue=5.32596E-54],[locus_tag=PMM1153],[protein_id=CAE19612.1],[gene=None],[protein=predicted alpha/beta hydrolase superfamily protein],[evalue=6.46680E-32]
[locus_tag=PMM1600],[protein_id=CAE20059.1],[gene=None],[protein=None],[locus_tag=PMM1600],[protein_id=CAE20059.1],[gene=None],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMM1601],[protein_id=CAE20060.1],[gene=None],[protein=phosphorylase],[locus_tag=PMM1601],[protein_id=CAE20060.1],[gene=None],[protein=phosphorylase],[evalue=0.00000E+00]
[locus_tag=PMM1602],[protein_id=CAE20061.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1602],[protein_id=CAE20061.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.56610E-79]
[locus_tag=PMM1603],[protein_id=CAE20062.1],[gene=rnc],[protein=putative ribonuclease III],[locus_tag=PMM1603],[protein_id=CAE20062.1],[gene=rnc],[protein=putative ribonuclease III],[evalue=0.00000E+00]
[locus_tag=PMM1604],[protein_id=CAE20063.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1604],[protein_id=CAE20063.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.01353E-41]
[locus_tag=PMM1605],[protein_id=CAE20064.1],[gene=rimM],[protein=possible 16S rRNA processing protein RimM],[locus_tag=PMM1605],[protein_id=CAE20064.1],[gene=rimM],[protein=possible 16S rRNA processing protein RimM],[evalue=2.24847E-125]
[locus_tag=PMM1606],[protein_id=CAE20065.1],[gene=glmS],[protein=None],[locus_tag=PMM1606],[protein_id=CAE20065.1],[gene=glmS],[protein=None],[evalue=0.00000E+00],[locus_tag=PMM0004],[protein_id=CAE18463.1],[gene=purF],[protein=None],[evalue=3.06409E-14]
[locus_tag=PMM1607],[protein_id=CAE20066.1],[gene=psaC],[protein=Photosystem I subunit PsaC],[locus_tag=PMM1607],[protein_id=CAE20066.1],[gene=psaC],[protein=Photosystem I subunit PsaC],[evalue=5.58265E-58]
[locus_tag=PMM1608],[protein_id=CAE20067.1],[gene=None],[protein=None],[locus_tag=PMM1608],[protein_id=CAE20067.1],[gene=None],[protein=None],[evalue=1.06942E-52]
[locus_tag=PMM1609],[protein_id=CAE20068.1],[gene=fabF],[protein=None],[locus_tag=PMM1609],[protein_id=CAE20068.1],[gene=fabF],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMM1610],[protein_id=CAE20069.1],[gene=None],[protein=Transketolase],[locus_tag=PMM1610],[protein_id=CAE20069.1],[gene=None],[protein=Transketolase],[evalue=0.00000E+00],[locus_tag=PMM1235],[protein_id=CAE19694.1],[gene=None],[protein=possible N-terminal fragment of transketolase],[evalue=1.17100E-28]
[locus_tag=PMM1611],[protein_id=CAE20070.1],[gene=thiC],[protein=ThiC family],[locus_tag=PMM1611],[protein_id=CAE20070.1],[gene=thiC],[protein=ThiC family],[evalue=0.00000E+00]
[locus_tag=PMM1612],[protein_id=CAE20071.1],[gene=None],[protein=conserved hypothetical],[locus_tag=PMM1612],[protein_id=CAE20071.1],[gene=None],[protein=conserved hypothetical],[evalue=4.78479E-45]
[locus_tag=PMM1613],[protein_id=CAE20072.1],[gene=None],[protein=Zinc metallopeptidase M20/M25/M40 family],[locus_tag=PMM1613],[protein_id=CAE20072.1],[gene=None],[protein=Zinc metallopeptidase M20/M25/M40 family],[evalue=0.00000E+00]
[locus_tag=PMM1614],[protein_id=CAE20073.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1614],[protein_id=CAE20073.1],[gene=None],[protein=conserved hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMM1615],[protein_id=CAE20074.1],[gene=ruvB],[protein=Holliday junction DNA helicase RuvB],[locus_tag=PMM1615],[protein_id=CAE20074.1],[gene=ruvB],[protein=Holliday junction DNA helicase RuvB],[evalue=0.00000E+00]
[locus_tag=PMM1616],[protein_id=CAE20075.1],[gene=smpB],[protein=tmRNA binding protein SmpB],[locus_tag=PMM1616],[protein_id=CAE20075.1],[gene=smpB],[protein=tmRNA binding protein SmpB],[evalue=2.12297E-128]
[locus_tag=PMM1617],[protein_id=CAE20076.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1617],[protein_id=CAE20076.1],[gene=None],[protein=conserved hypothetical protein],[evalue=8.54307E-59]
[locus_tag=PMM1618],[protein_id=CAE20077.1],[gene=lysS],[protein=Lysyl-tRNA synthetase],[locus_tag=PMM1618],[protein_id=CAE20077.1],[gene=lysS],[protein=Lysyl-tRNA synthetase],[evalue=0.00000E+00],[locus_tag=PMM1688],[protein_id=CAE20147.1],[gene=aspS],[protein=Aspartyl-tRNA synthetase],[evalue=3.45418E-20]
[locus_tag=PMM1619],[protein_id=CAE20078.1],[gene=None],[protein=two-component response regulator],[locus_tag=PMM1619],[protein_id=CAE20078.1],[gene=None],[protein=two-component response regulator],[evalue=0.00000E+00],[locus_tag=PMM0134],[protein_id=CAE18593.1],[gene=rpaB],[protein=two-component response regulator],[evalue=5.13516E-87],[locus_tag=PMM0128],[protein_id=CAE18587.1],[gene=rpaA],[protein=two-component response regulator],[evalue=4.81101E-48]
[locus_tag=PMM1620],[protein_id=CAE20079.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1620],[protein_id=CAE20079.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.33003E-127]
[locus_tag=PMM1621],[protein_id=CAE20080.1],[gene=mreC],[protein=putative rod shape-determining protein],[locus_tag=PMM1621],[protein_id=CAE20080.1],[gene=mreC],[protein=putative rod shape-determining protein],[evalue=0.00000E+00]
[locus_tag=PMM1622],[protein_id=CAE20081.1],[gene=mreB],[protein=Rod shape determining protein],[locus_tag=PMM1622],[protein_id=CAE20081.1],[gene=mreB],[protein=Rod shape determining protein],[evalue=0.00000E+00]
[locus_tag=PMM1623],[protein_id=CAE20082.1],[gene=ssb],[protein=single-stranded DNA-binding protein],[locus_tag=PMM1623],[protein_id=CAE20082.1],[gene=ssb],[protein=single-stranded DNA-binding protein],[evalue=9.93489E-89]
[locus_tag=PMM1624],[protein_id=CAE20083.1],[gene=None],[protein=None],[locus_tag=PMM1624],[protein_id=CAE20083.1],[gene=None],[protein=None],[evalue=2.43415E-157]
[locus_tag=PMM1625],[protein_id=CAE20084.1],[gene=None],[protein=putative adenosylhomocysteinase],[locus_tag=PMM1625],[protein_id=CAE20084.1],[gene=None],[protein=putative adenosylhomocysteinase],[evalue=0.00000E+00]
[locus_tag=PMM1626],[protein_id=CAE20085.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1626],[protein_id=CAE20085.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.61062E-108]
[locus_tag=PMM1627],[protein_id=CAE20086.1],[gene=None],[protein=Putative carbohydrate kinase],[locus_tag=PMM1627],[protein_id=CAE20086.1],[gene=None],[protein=Putative carbohydrate kinase],[evalue=0.00000E+00]
[locus_tag=PMM1628],[protein_id=CAE20087.1],[gene=None],[protein=possible alpha/beta hydrolase superfamily],[locus_tag=PMM1628],[protein_id=CAE20087.1],[gene=None],[protein=possible alpha/beta hydrolase superfamily],[evalue=0.00000E+00],[locus_tag=PMM1599],[protein_id=CAE20058.1],[gene=None],[protein=conserved hypothetical protein],[evalue=8.39650E-48],[locus_tag=PMM1153],[protein_id=CAE19612.1],[gene=None],[protein=predicted alpha/beta hydrolase superfamily protein],[evalue=1.83815E-36]
