[locus_tag=Syncc8109_0001],[protein_id=AHF62427.1],[gene=dnaN],"[protein=DNA polymerase III, beta subunit]",[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[evalue=3.72400E-142]
[locus_tag=Syncc8109_2271],[protein_id=AHF64597.1],[gene=atpF],[protein=putative ATP synthase B chain],[locus_tag=PMM1453],[protein_id=CAE19912.1],[gene=atpF],[protein=ATP synthase B/B' CF(0)],[evalue=9.62932E-40]
[locus_tag=Syncc8109_2272],[protein_id=AHF64598.1],[gene=atpG],[protein=putative ATP synthase subunit B'],[locus_tag=PMM1454],[protein_id=CAE19913.1],[gene=atpG],[protein=ATP synthase B/B' CF(0)],[evalue=2.26446E-56]
[locus_tag=Syncc8109_2273],[protein_id=AHF64599.1],[gene=None],"[protein=ATP synthase F0, C subunit]",[locus_tag=PMM1455],[protein_id=CAE19914.1],[gene=None],[protein=H+-transporting ATP synthase c subunit],[evalue=2.53984E-47]
[locus_tag=Syncc8109_2274],[protein_id=AHF64600.1],[gene=atpB],[protein=ATP synthase subunit A],[locus_tag=PMM1456],[protein_id=CAE19915.1],[gene=atpI],[protein=ATP synthase A subunit],[evalue=6.20290E-127]
[locus_tag=Syncc8109_2275],[protein_id=AHF64601.1],[gene=atp1],[protein=putative ATP synthase protein 1],[locus_tag=PMM1457],[protein_id=CAE19916.1],[gene=atp1],[protein=possible ATP synthase subunit 1],[evalue=9.02441E-24]
[locus_tag=Syncc8109_2276],[protein_id=AHF64602.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1243],[protein_id=CAE19702.1],[gene=None],[protein=possible methyltransferase],[evalue=7.17800E-11]
[locus_tag=Syncc8109_2279],[protein_id=AHF64605.1],[gene=apcA],[protein=allophycocyanin alpha chain],[locus_tag=PMM0305],[protein_id=CAE18764.1],[gene=cpeB],[protein=Phycobilisome protein],[evalue=2.26360E-09]
[locus_tag=Syncc8109_2280],[protein_id=AHF64606.1],[gene=apcB],[protein=allophycocyanin beta chain],[locus_tag=PMM0305],[protein_id=CAE18764.1],[gene=cpeB],[protein=Phycobilisome protein],[evalue=2.07726E-13]
[locus_tag=Syncc8109_2282],[protein_id=AHF64608.1],[gene=None],[protein=hemolysin A],[locus_tag=PMM1464],[protein_id=CAE19923.1],[gene=None],[protein=FtsJ cell division protein:S4 domain:Hemolysin A],[evalue=1.61037E-102]
[locus_tag=Syncc8109_2284],[protein_id=AHF64610.1],[gene=ftsW],[protein=cell division protein FtsW],[locus_tag=PMM1458],[protein_id=CAE19917.1],[gene=ftsW],[protein=Cell division protein FtsW],[evalue=9.81330E-143],[locus_tag=PMM1580],[protein_id=CAE20039.1],[gene=rodA],[protein=None],[evalue=5.17365E-28]
[locus_tag=Syncc8109_2285],[protein_id=AHF64611.1],[gene=ccdA],[protein=putative c-type cytochrome biogenesis protein CcdA],[locus_tag=PMM1459],[protein_id=CAE19918.1],[gene=ccdA],[protein=putative c-type cytochrome biogenesis protein CcdA],[evalue=5.06548E-71]
[locus_tag=Syncc8109_2286],[protein_id=AHF64612.1],[gene=ycf44],[protein=putative C-type cytochrome biogenesis protein Ccs1],[locus_tag=PMM1460],[protein_id=CAE19919.1],[gene=ycf44],[protein=putative c-type cytochrome biogenesis protein Ccs1],[evalue=4.82824E-112]
[locus_tag=Syncc8109_2287],[protein_id=AHF64613.1],[gene=None],[protein=7-cyano-7-deazaguanine reductase],[locus_tag=PMM1461],[protein_id=CAE19920.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.07436E-58]
[locus_tag=Syncc8109_2288],[protein_id=AHF64614.1],[gene=glnB],"[protein=nitrogen regulatory protein P-II (GlnB, GlnK)]",[locus_tag=PMM1463],[protein_id=CAE19922.1],[gene=glnB],[protein=Nitrogen regulatory protein P-II],[evalue=1.01387E-55]
[locus_tag=Syncc8109_2289],[protein_id=AHF64615.1],[gene=purB],[protein=adenylosuccinate lyase],[locus_tag=PMM1465],[protein_id=CAE19924.1],[gene=purB],[protein=Fumarate lyase:Adenylosuccinate lyase],[evalue=0.00000E+00],[locus_tag=PMM0012],[protein_id=CAE18471.1],[gene=argH],[protein=Fumarate lyase:Delta crystallin],[evalue=7.26068E-14]
[locus_tag=Syncc8109_2290],[protein_id=AHF64616.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0801],[protein_id=CAE19260.1],[gene=ycf39],[protein=conserved hypothetical protein],[evalue=1.07527E-76]
[locus_tag=Syncc8109_2291],[protein_id=AHF64617.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0341],[protein_id=CAE18800.1],[gene=None],[protein=conserved hypothetical],[evalue=3.15464E-22]
[locus_tag=Syncc8109_2323],[protein_id=AHF64646.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0369],[protein_id=CAE18828.1],[gene=None],[protein=possible Ribosomal protein S14p/S29e],[evalue=2.53578E-07]
[locus_tag=Syncc8109_2336],[protein_id=AHF64657.1],[gene=None],[protein=putative RNA methylase family UPF0020],[locus_tag=PMM0053],[protein_id=CAE18512.1],[gene=None],[protein=Putative RNA methylase family UPF0020],[evalue=3.92544E-128]
[locus_tag=Syncc8109_2337],[protein_id=AHF64658.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0054],[protein_id=CAE18513.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.83980E-37]
[locus_tag=Syncc8109_2338],[protein_id=AHF64659.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0055],[protein_id=CAE18514.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.12603E-45]
[locus_tag=Syncc8109_2339],[protein_id=AHF64660.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0056],[protein_id=CAE18515.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.72454E-18]
[locus_tag=Syncc8109_2341],[protein_id=AHF64662.1],[gene=None],[protein=chromosome segregation protein SMC],[locus_tag=PMM0057],[protein_id=CAE18516.1],[gene=None],"[protein=putative chromosome segregation protein, SMC ATPase superfamily]",[evalue=0.00000E+00]
[locus_tag=Syncc8109_2342],[protein_id=AHF64663.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0058],[protein_id=CAE18517.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.50250E-133]
[locus_tag=Syncc8109_2343],[protein_id=AHF64664.1],[gene=None],[protein=Methionine sulfoxide reductase B],[locus_tag=PMM0015],[protein_id=CAE18474.1],[gene=None],[protein=Domain of unknown function DUF25],[evalue=3.75879E-43]
[locus_tag=Syncc8109_2344],[protein_id=AHF64665.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0059],[protein_id=CAE18518.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.11299E-146]
[locus_tag=Syncc8109_2347],[protein_id=AHF64666.1],[gene=accC],"[protein=acetyl-CoA carboxylase, biotin carboxylase]",[locus_tag=PMM0060],[protein_id=CAE18519.1],"[gene=accC, fabG]","[protein=acetyl-CoA carboxylase, biotin carboxylase subunit]",[evalue=0.00000E+00],[locus_tag=PMM0825],[protein_id=CAE19284.1],[gene=carB],"[protein=carbamoyl-phosphate synthase, large subunit]",[evalue=2.89880E-06]
[locus_tag=Syncc8109_2348],[protein_id=AHF64667.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0061],[protein_id=CAE18520.1],[gene=None],"[protein=YGGT family, conserved hypothetical integral membrane protein]",[evalue=3.38249E-35],[locus_tag=PMM0910],[protein_id=CAE19369.1],[gene=None],[protein=conserved hypothetical membrane protein],[evalue=1.56042E-11]
[locus_tag=Syncc8109_2350],[protein_id=AHF64669.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0063],[protein_id=CAE18522.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.14686E-87]
[locus_tag=Syncc8109_2353],[protein_id=AHF64672.1],[gene=hli2],[protein=putative high light inducible protein],[locus_tag=PMM0064],[protein_id=CAE18523.1],[gene=hli2],[protein=possible high light inducible protein],[evalue=1.14243E-18],[locus_tag=PMM1482],[protein_id=CAE19941.1],[gene=hli3],[protein=possible high light inducible protein],[evalue=9.88057E-09],[locus_tag=PMM1317],[protein_id=CAE19776.1],[gene=hli13],[protein=possible high light inducible protein],[evalue=5.78316E-06]
[locus_tag=Syncc8109_2354],[protein_id=AHF64673.1],[gene=None],[protein=ATPase],[locus_tag=PMM0065],[protein_id=CAE18524.1],[gene=None],"[protein=ABC transporter, ATP binding protein]",[evalue=0.00000E+00],[locus_tag=PMM1239],[protein_id=CAE19698.1],[gene=hetA],[protein=ABC transporter],[evalue=6.91270E-19],[locus_tag=PMM1099],[protein_id=CAE19558.1],[gene=None],"[protein=ABC transporter, multidrug efflux family]",[evalue=3.59206E-14]
[locus_tag=Syncc8109_2355],[protein_id=AHF64674.1],[gene=None],[protein=HIT (histidine triad) family protein],[locus_tag=PMM0067],[protein_id=CAE18526.1],[gene=None],[protein=HIT (Histidine triad) family protein],[evalue=6.07754E-50]
[locus_tag=Syncc8109_2360],[protein_id=AHF64679.1],[gene=def],[protein=Formylmethionine deformylase],[locus_tag=PMM0068],[protein_id=CAE18527.1],[gene=def],[protein=putative formylmethionine deformylase],[evalue=9.71621E-95]
[locus_tag=Syncc8109_2361],[protein_id=AHF64680.1],[gene=None],[protein=putative peptidase],[locus_tag=PMM0069],[protein_id=CAE18528.1],[gene=None],[protein=Esterase/lipase/thioesterase family active site],[evalue=9.48837E-117]
[locus_tag=Syncc8109_2363],[protein_id=AHF64682.1],[gene=None],"[protein=cysteine desulfurase, SufS subfamily]",[locus_tag=PMM0070],[protein_id=CAE18529.1],[gene=None],[protein=putative cysteine desulfurase or selenocysteine lyase],[evalue=0.00000E+00],[locus_tag=PMM0170],[protein_id=CAE18629.1],[gene=None],[protein=NifS-like aminotransferase class-V],[evalue=1.74801E-18],[locus_tag=PMM0887],[protein_id=CAE19346.1],[gene=nifS],[protein=possible cysteine desulfurase (class-V aminotransferase family)],[evalue=2.77388E-14]
[locus_tag=Syncc8109_2364],[protein_id=AHF64683.1],[gene=None],"[protein=ABC transporter, membrane component]",[locus_tag=PMM0071],[protein_id=CAE18530.1],[gene=None],"[protein=ABC transporter, membrane component]",[evalue=3.15321E-80],[locus_tag=PMM0073],[protein_id=CAE18532.1],[gene=None],"[protein=ABC transporter, membrane component]",[evalue=2.31166E-14]
[locus_tag=Syncc8109_2365],[protein_id=AHF64684.1],[gene=sufC],[protein=FeS assembly ATPase SufC],[locus_tag=PMM0072],[protein_id=CAE18531.1],[gene=None],"[protein=ABC transporter, ATP binding component]",[evalue=1.39171E-129],[locus_tag=PMM0973],[protein_id=CAE19432.1],[gene=urtD],[protein=putative ATP binding subunit of urea ABC transport system],[evalue=8.40029E-14],[locus_tag=PMM0449],[protein_id=CAE18908.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=5.21023E-12]
[locus_tag=Syncc8109_2366],[protein_id=AHF64685.1],[gene=sufB],[protein=FeS assembly protein SufB],[locus_tag=PMM0073],[protein_id=CAE18532.1],[gene=None],"[protein=ABC transporter, membrane component]",[evalue=0.00000E+00],[locus_tag=PMM0071],[protein_id=CAE18530.1],[gene=None],"[protein=ABC transporter, membrane component]",[evalue=8.54527E-10]
[locus_tag=Syncc8109_2369],[protein_id=AHF64688.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0074],[protein_id=CAE18533.1],[gene=None],[protein=conserved hypothetical],[evalue=2.46616E-12]
[locus_tag=Syncc8109_2371],[protein_id=AHF64690.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0306],[protein_id=CAE18765.1],[gene=cpeS],[protein=phycoerythrin linker protein CpeS homolog],[evalue=4.98068E-20]
[locus_tag=Syncc8109_2373],[protein_id=AHF64692.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0075],[protein_id=CAE18534.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.11184E-137]
[locus_tag=Syncc8109_2374],[protein_id=AHF64693.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1803],[protein_id=CAP16305.1],[gene=None],[protein=membrane protein],[evalue=2.42426E-19]
[locus_tag=Syncc8109_2381],[protein_id=AHF64698.1],[gene=pgm],[protein=phosphoglucomutase],[locus_tag=PMM0076],[protein_id=CAE18535.1],[gene=pgm],[protein=Phosphoglucomutase],[evalue=0.00000E+00],[locus_tag=PMM0278],[protein_id=CAE18737.1],[gene=None],[protein=Phosphotransferase superclass],[evalue=1.15876E-22]
[locus_tag=Syncc8109_2384],[protein_id=AHF64701.1],[gene=None],[protein=Secretion protein HlyD],[locus_tag=PMM1139],[protein_id=CAE19598.1],[gene=None],[protein=possible membrane fusion protein],[evalue=6.35436E-14]
[locus_tag=Syncc8109_2385],[protein_id=AHF64702.1],[gene=yrvN],[protein=ATPase],[locus_tag=PMM0077],[protein_id=CAE18536.1],[gene=yrvN],"[protein=putative ATPase, AAA family]",[evalue=9.85953E-165],[locus_tag=PMM1615],[protein_id=CAE20074.1],[gene=ruvB],[protein=Holliday junction DNA helicase RuvB],[evalue=1.94886E-06]
[locus_tag=Syncc8109_2389],[protein_id=AHF64706.1],[gene=bcp],[protein=putative bacterioferritin comigratory (BCP) protein],[locus_tag=PMM0079],[protein_id=CAE18538.1],[gene=bcp],[protein=putative bacterioferritin comigratory (BCP) protein],[evalue=2.35575E-75],[locus_tag=PMM0345],[protein_id=CAE18804.1],[gene=None],[protein=putative bacterioferritin comigratory protein],[evalue=7.29306E-28],[locus_tag=PMM0903],[protein_id=CAE19362.1],[gene=None],[protein=Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergens family protein],[evalue=1.92130E-18]
[locus_tag=Syncc8109_2390],[protein_id=AHF64707.1],[gene=None],[protein=putative transcriptional regulator],[locus_tag=PMM0080],[protein_id=CAE18539.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.36884E-34]
[locus_tag=Syncc8109_2391],[protein_id=AHF64708.1],[gene=cysH],[protein=phosphoadenosine phosphosulfate reductase],[locus_tag=PMM0081],[protein_id=CAE18540.1],[gene=cysH],[protein=Phosphoadenosine phosphosulfate reductase],[evalue=7.02375E-99]
[locus_tag=Syncc8109_2392],[protein_id=AHF64709.1],[gene=None],"[protein=putative NADH dehydrogenase, transport associated]",[locus_tag=PMM0082],[protein_id=CAE18541.1],[gene=None],"[protein=putative NADH dehydrogenase, transport associated]",[evalue=3.93843E-105]
[locus_tag=Syncc8109_2394],[protein_id=AHF64711.1],[gene=None],"[protein=putative sodium/sulfate transporter, DASS family]",[locus_tag=PMM0083],[protein_id=CAE18542.1],[gene=None],"[protein=putative sodium/sulfate transporter, DASS family]",[evalue=0.00000E+00]
[locus_tag=Syncc8109_2395],[protein_id=AHF64712.1],[gene=trkH],"[protein=putative sodium transporter, trk family]",[locus_tag=PMM0084],[protein_id=CAE18543.1],[gene=None],"[protein=possible sodium transporter, Trk family]",[evalue=0.00000E+00]
[locus_tag=Syncc8109_2396],[protein_id=AHF64713.1],[gene=trkA],"[protein=putative potassium channel, VIC family]",[locus_tag=PMM0085],[protein_id=CAE18544.1],[gene=None],"[protein=putative potassium channel, VIC family]",[evalue=1.00267E-129],[locus_tag=PMM0704],[protein_id=CAE19163.1],[gene=None],"[protein=putative potassium channel, VIC family]",[evalue=3.29797E-07]
[locus_tag=Syncc8109_2398],[protein_id=AHF64715.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0086],[protein_id=CAE18545.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=1.10466E-31]
[locus_tag=Syncc8109_2399],[protein_id=AHF64716.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0087],[protein_id=CAE18546.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.91994E-30]
[locus_tag=Syncc8109_2400],[protein_id=AHF64717.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0088],[protein_id=CAE18547.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.76743E-22]
[locus_tag=Syncc8109_2401],[protein_id=AHF64718.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1804],[protein_id=CAP16306.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=3.91373E-10]
[locus_tag=Syncc8109_2402],[protein_id=AHF64719.1],[gene=None],[protein=ATPase],[locus_tag=PMM0089],[protein_id=CAE18548.1],[gene=None],"[protein=ABC transporter, ATP binding component]",[evalue=0.00000E+00],[locus_tag=PMM0089],[protein_id=CAE18548.1],[gene=None],"[protein=ABC transporter, ATP binding component]",[evalue=4.76400E-22],[locus_tag=PMM0089],[protein_id=CAE18548.1],[gene=None],"[protein=ABC transporter, ATP binding component]",[evalue=5.64359E-22]
[locus_tag=Syncc8109_2403],[protein_id=AHF64720.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1805],[protein_id=CAP16307.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=1.70919E-11],[locus_tag=PMM1990],[protein_id=CAP16495.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=3.58476E-06]
[locus_tag=Syncc8109_2404],[protein_id=AHF64721.1],[gene=None],[protein=PDZ/DHR/GLGF protein],[locus_tag=PMM0090],[protein_id=CAE18549.1],[gene=None],[protein=possible serine protease],[evalue=1.42447E-118],[locus_tag=PMM1490],[protein_id=CAE19949.1],[gene=None],[protein=Serine protease],[evalue=4.84374E-96],[locus_tag=PMM1425],[protein_id=CAE19884.1],[gene=None],"[protein=Serine proteases, trypsin family:HtrA/DegQ protease family]",[evalue=4.27858E-28]
[locus_tag=Syncc8109_2405],[protein_id=AHF64722.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0091],[protein_id=CAE18550.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.72911E-22]
[locus_tag=Syncc8109_2406],[protein_id=AHF64723.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0092],[protein_id=CAE18551.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.11198E-64]
[locus_tag=Syncc8109_2409],[protein_id=AHF64726.1],[gene=hli6],[protein=putative high light inducible protein],[locus_tag=PMM0093],[protein_id=CAE18552.1],[gene=hli1],[protein=possible high light inducible protein],[evalue=3.65241E-21],[locus_tag=PMM0525],[protein_id=CAE18984.1],[gene=None],[protein=Ferrochelatase],[evalue=7.15666E-07],[locus_tag=PMM1482],[protein_id=CAE19941.1],[gene=hli3],[protein=possible high light inducible protein],[evalue=2.13832E-06]
[locus_tag=Syncc8109_2413],[protein_id=AHF64730.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM1045],[protein_id=CAE19504.1],[gene=None],[protein=conserved hypothetical],[evalue=8.91982E-23]
[locus_tag=Syncc8109_2415],[protein_id=AHF64732.1],[gene=None],[protein=serum resistance locus BrkB-like protein],[locus_tag=PMM0095],[protein_id=CAE18554.1],[gene=None],[protein=similar to serum resistance locus BrkB],[evalue=6.04482E-80]
[locus_tag=Syncc8109_2424],[protein_id=AHF64735.1],[gene=None],[protein=inositol monophosphate family protein],[locus_tag=PMM0096],[protein_id=CAE18555.1],[gene=None],[protein=inositol monophosphate family protein],[evalue=2.85327E-109],[locus_tag=PMM0899],[protein_id=CAE19358.1],[gene=None],[protein=Possible myo-inositol-1(or 4)-monophosphatase],[evalue=1.22742E-17]
[locus_tag=Syncc8109_2425],[protein_id=AHF64736.1],[gene=None],[protein=putative RND family outer membrane efflux protein],[locus_tag=PMM0097],[protein_id=CAE18556.1],[gene=None],[protein=possible RND family outer membrane efflux protein],[evalue=3.52882E-57]
[locus_tag=Syncc8109_2426],[protein_id=AHF64737.1],[gene=None],[protein=putative Fe-S oxidoreductase],[locus_tag=PMM0098],[protein_id=CAE18557.1],[gene=None],[protein=possible Fe-S oxidoreductase],[evalue=0.00000E+00]
[locus_tag=Syncc8109_2427],[protein_id=AHF64738.1],[gene=bacA],"[protein=undecaprenol kinase, putative]",[locus_tag=PMM0956],[protein_id=CAE19415.1],[gene=None],[protein=Bacitracin resistance protein BacA],[evalue=6.36465E-72]
[locus_tag=Syncc8109_2428],[protein_id=AHF64739.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0099],[protein_id=CAE18558.1],[gene=None],[protein=conserved hypothetical protein],[evalue=9.48449E-59]
[locus_tag=Syncc8109_2430],[protein_id=AHF64741.1],[gene=nadB],[protein=L-aspartate oxidase],[locus_tag=PMM0100],[protein_id=CAE18559.1],[gene=nadB],[protein=L-aspartate oxidase],[evalue=0.00000E+00]
[locus_tag=Syncc8109_2431],[protein_id=AHF64742.1],[gene=None],[protein=Thioredoxin domain 2],[locus_tag=PMM0101],[protein_id=CAE18560.1],[gene=None],[protein=conserved hypothetical protein],[evalue=6.95507E-103]
[locus_tag=Syncc8109_2432],[protein_id=AHF64743.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0102],[protein_id=CAE18561.1],[gene=None],[protein=possible Fe-S oxidoreductase],[evalue=0.00000E+00],[locus_tag=PMM1305],[protein_id=CAE19764.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.93698E-67]
[locus_tag=Syncc8109_2439],[protein_id=AHF64748.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0103],[protein_id=CAE18562.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.75328E-35]
[locus_tag=Syncc8109_2440],[protein_id=AHF64749.1],[gene=None],[protein=hypothetical protein],[locus_tag=PMM0104],[protein_id=CAE18563.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.94827E-147]
