[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=Syncc8109_0001],[protein_id=AHF62427.1],[gene=dnaN],"[protein=DNA polymerase III, beta subunit]",[evalue=0.00000E+00]
[locus_tag=PMT_1845],[protein_id=CAE22020.1],[gene=None],[protein=similar to competence-damage protein [Thermosynechococcus elongatus BP-1],[locus_tag=Syncc8109_0254],[protein_id=AHF62665.1],[gene=cinA],[protein=Competence-damaged protein],[evalue=0.00000E+00]
[locus_tag=PMT_1846],[protein_id=CAE22021.1],[gene=None],"[protein=Glycosyl transferase, family 4]",[locus_tag=Syncc8109_0253],[protein_id=AHF62664.1],[gene=None],[protein=putative glycosyltransferase],[evalue=2.43743E-173],[locus_tag=Syncc8109_2752],[protein_id=AHF65058.1],[gene=mraY],[protein=phospho-N-acetylmuramoyl-pentapeptide- transferase],[evalue=4.57586E-13]
[locus_tag=PMT_1847],[protein_id=CAE22022.1],[gene=glyA],[protein=Serine hydroxymethyltransferase (SHMT)],[locus_tag=Syncc8109_0252],[protein_id=AHF62663.1],[gene=glyA],[protein=Glycine hydroxymethyltransferase],[evalue=0.00000E+00]
[locus_tag=PMT_1848],[protein_id=CAE22023.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0249],[protein_id=AHF62661.1],[gene=None],[protein=hypothetical protein],[evalue=1.99665E-28]
[locus_tag=PMT_1849],[protein_id=CAE22024.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0248],[protein_id=AHF62660.1],[gene=None],[protein=hypothetical protein],[evalue=9.60944E-46]
[locus_tag=PMT_1850],[protein_id=CAE22025.1],[gene=None],[protein=possible Cytochrome c oxidase subunit Va],[locus_tag=Syncc8109_0247],[protein_id=AHF62659.1],[gene=None],[protein=hypothetical protein],[evalue=6.97675E-46]
[locus_tag=PMT_1851],[protein_id=CAE22026.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0246],[protein_id=AHF62658.1],[gene=None],[protein=integral membrane protein MviN],[evalue=0.00000E+00]
[locus_tag=PMT_1852],[protein_id=CAE22027.1],[gene=None],[protein=sugar fermentation stimulation protein],[locus_tag=Syncc8109_0245],[protein_id=AHF62657.1],[gene=None],[protein=sugar fermentation stimulation protein],[evalue=1.40728E-131]
[locus_tag=PMT_1853],[protein_id=CAE22028.1],[gene=amt1],[protein=Ammonium transporter family],[locus_tag=Syncc8109_0244],[protein_id=AHF62656.1],[gene=amt1],[protein=ammonium transporter],[evalue=0.00000E+00]
[locus_tag=PMT_1854],[protein_id=CAE22029.1],[gene=lytB],[protein=LytB protein homolog],[locus_tag=Syncc8109_0243],[protein_id=AHF62655.1],[gene=lytB],[protein=hydroxymethylbutenyl pyrophosphate reductase],[evalue=0.00000E+00]
[locus_tag=PMT_1855],[protein_id=CAE22030.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0242],[protein_id=AHF62654.1],[gene=None],[protein=hypothetical protein],[evalue=1.90464E-96]
[locus_tag=PMT_1856],[protein_id=CAE22031.1],[gene=None],[protein=possible Photosystem II reaction centre T prot],[locus_tag=Syncc8109_1627],[protein_id=AHF63984.1],[gene=None],[protein=membrane protein],[evalue=1.36109E-14]
[locus_tag=PMT_1857],[protein_id=CAE22032.1],[gene=purH],[protein=AICARFT/IMPCHase bienzyme:Methylglyoxal synthase-like domain],[locus_tag=Syncc8109_0240],[protein_id=AHF62652.1],[gene=purH],[protein=phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase],[evalue=0.00000E+00]
[locus_tag=PMT_1858],[protein_id=CAE22033.1],[gene=None],[protein=probable esterase],[locus_tag=Syncc8109_0239],[protein_id=AHF62651.1],[gene=None],[protein=putative esterase],[evalue=4.24666E-58]
[locus_tag=PMT_1859],[protein_id=CAE22034.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0238],[protein_id=AHF62650.1],[gene=None],[protein=hypothetical protein],[evalue=9.92209E-71]
[locus_tag=PMT_1860],[protein_id=CAE22035.1],[gene=None],[protein=two-component sensor histidine kinase],[locus_tag=Syncc8109_0237],[protein_id=AHF62649.1],[gene=None],[protein=histidine kinase],[evalue=1.07261E-123]
[locus_tag=PMT_1861],[protein_id=CAE22036.1],[gene=CobS],[protein=Cobalamin-5-phosphate synthase CobS],[locus_tag=Syncc8109_0236],[protein_id=AHF62648.1],[gene=cobS],[protein=cobalamin 5'-phosphate synthase],[evalue=8.45732E-78]
[locus_tag=PMT_1862],[protein_id=CAE22037.1],[gene=tgt],[protein=tRNA-guanine transglycosylase],[locus_tag=Syncc8109_0235],[protein_id=AHF62647.1],[gene=tgt],[protein=queuine tRNA-ribosyltransferase],[evalue=0.00000E+00]
[locus_tag=PMT_1863],[protein_id=CAE22038.1],[gene=None],[protein=Photosystem II protein PsbK],[locus_tag=Syncc8109_0234],[protein_id=AHF62646.1],[gene=psbK],[protein=photosystem II reaction center protein K],[evalue=1.41625E-24]
[locus_tag=PMT_1864],[protein_id=CAE22039.1],[gene=rffM],[protein=Glycosyl transferase WecB/TagA/CpsF family],[locus_tag=Syncc8109_0233],[protein_id=AHF62645.1],[gene=rffM],"[protein=glycosyl transferase, WecB/TagA/CpsF family]",[evalue=1.66878E-111]
[locus_tag=PMT_1865],[protein_id=CAE22040.1],[gene=None],[protein=probable oxidoreductase],[locus_tag=Syncc8109_0231],[protein_id=AHF62643.1],[gene=None],[protein=putative oxidoreductase],[evalue=0.00000E+00]
[locus_tag=PMT_1866],[protein_id=CAE22041.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0230],[protein_id=AHF62642.1],[gene=None],[protein=hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT_1867],[protein_id=CAE22042.1],[gene=None],[protein=possible Occludin/ELL family],[locus_tag=Syncc8109_0228],[protein_id=AHF62641.1],[gene=None],[protein=putative occludin/ELL family],[evalue=1.48604E-32]
[locus_tag=PMT_1868],[protein_id=CAE22043.1],[gene=pyrE],[protein=Orotate phosphoribosyltransferase],[locus_tag=Syncc8109_0226],[protein_id=AHF62639.1],[gene=pyrE],[protein=orotate phosphoribosyltransferase],[evalue=2.05590E-91]
[locus_tag=PMT_1869],[protein_id=CAE22044.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0225],[protein_id=AHF62638.1],[gene=None],[protein=hypothetical protein],[evalue=1.81434E-84]
[locus_tag=PMT_1870],[protein_id=CAE22045.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0224],[protein_id=AHF62637.1],[gene=None],[protein=hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT_1871],[protein_id=CAE22046.1],[gene=None],[protein=Phosphotransferase superclass],[locus_tag=Syncc8109_0223],[protein_id=AHF62636.1],[gene=None],[protein=phosphoglucomutase/phosphomannomutase family protein],[evalue=0.00000E+00],[locus_tag=Syncc8109_2381],[protein_id=AHF64698.1],[gene=pgm],[protein=phosphoglucomutase],[evalue=5.07485E-20],[locus_tag=Syncc8109_0276],[protein_id=AHF62687.1],[gene=None],[protein=phosphoglucosamine mutase],[evalue=3.05582E-19]
[locus_tag=PMT_1872],[protein_id=CAE22047.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0222],[protein_id=AHF62635.1],[gene=None],[protein=Ham1-like protein],[evalue=2.05650E-88],[locus_tag=Syncc8109_1957],[protein_id=AHF64301.1],[gene=ham1],[protein=Ham1 protein-like protein],[evalue=8.83819E-39]
[locus_tag=PMT_1879],[protein_id=CAE22054.1],[gene=None],[protein=Retinal pigment epithelial membrane protein],[locus_tag=Syncc8109_0214],[protein_id=AHF62629.1],[gene=None],"[protein=lignostilbene-alpha,beta-dioxygenase-related enzyme]",[evalue=0.00000E+00]
[locus_tag=PMT_1880],[protein_id=CAE22055.1],[gene=hisB],[protein=Imidazoleglycerol-phosphate dehydratase],[locus_tag=Syncc8109_0213],[protein_id=AHF62628.1],[gene=hisB],[protein=Imidazoleglycerol-phosphate dehydratase],[evalue=3.58662E-127]
[locus_tag=PMT_1881],[protein_id=CAE22056.1],[gene=fabI],[protein=enoyl-[acyl-carrier-protein],[locus_tag=Syncc8109_0212],[protein_id=AHF62627.1],[gene=fabI],[protein=enoyl-(acyl-carrier-protein) reductase],[evalue=1.14170E-169]
[locus_tag=PMT_1882],[protein_id=CAE22057.1],[gene=None],[protein=hypothetical],[locus_tag=Syncc8109_0209],[protein_id=AHF62624.1],[gene=None],[protein=hypothetical protein],[evalue=1.01782E-59]
[locus_tag=PMT_1883],[protein_id=CAE22058.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0207],[protein_id=AHF62622.1],[gene=None],[protein=hypothetical protein],[evalue=3.61193E-91]
[locus_tag=PMT_1884],[protein_id=CAE22059.1],[gene=degT],[protein=putative pleiotropic regulatory protein],[locus_tag=Syncc8109_0206],[protein_id=AHF62621.1],[gene=degT],[protein=putative pleiotropic regulatory protein],[evalue=0.00000E+00]
[locus_tag=PMT_1885],[protein_id=CAE22060.1],[gene=None],[protein=NUDIX hydrolase],[locus_tag=Syncc8109_0204],[protein_id=AHF62619.1],[gene=None],[protein=NUDIX hydrolase],[evalue=7.08837E-97]
[locus_tag=PMT_1887],[protein_id=CAE22062.1],[gene=chlD],"[protein=Protoporphyrin IX Magnesium chelatase, ChlD subunit]",[locus_tag=Syncc8109_0202],[protein_id=AHF62617.1],[gene=chlD],[protein=Magnesium chelatase ATPase subunit D],[evalue=3.04463E-179],[locus_tag=Syncc8109_2047],[protein_id=AHF64388.1],[gene=chlI],[protein=Magnesium chelatase ATPase subunit I],[evalue=3.83615E-58]
[locus_tag=PMT_1888],[protein_id=CAE22063.1],[gene=None],[protein=possible ABC transporter],[locus_tag=Syncc8109_0201],[protein_id=AHF62616.1],[gene=None],[protein=putative ABC transporter],[evalue=1.43143E-108]
[locus_tag=PMT_1889],[protein_id=CAE22064.1],[gene=None],"[protein=possible ABC transporter, ATP binding component]",[locus_tag=Syncc8109_0200],[protein_id=AHF62615.1],[gene=None],[protein=ATPase],[evalue=4.32373E-145],[locus_tag=Syncc8109_0653],[protein_id=AHF63038.1],[gene=None],[protein=ATPase],[evalue=6.42439E-29],[locus_tag=Syncc8109_0880],[protein_id=AHF63257.1],[gene=glnQ],[protein=ATPase],[evalue=3.50590E-28]
[locus_tag=PMT_1890],[protein_id=CAE22065.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0199],[protein_id=AHF62614.1],[gene=None],[protein=hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT_1891],[protein_id=CAE22066.1],[gene=ndhJ],[protein=putative respiratory-chain NADH dehydrogenase subunit],[locus_tag=Syncc8109_0198],[protein_id=AHF62613.1],[gene=ndhJ],[protein=NADH dehydrogenase I chain J],[evalue=1.56495E-102]
[locus_tag=PMT_1892],[protein_id=CAE22067.1],[gene=ndhK],[protein=putative respiratory-chain NADH dehydrogenase subunit],[locus_tag=Syncc8109_0197],[protein_id=AHF62612.1],[gene=ndhK],"[protein=NADH-quinone oxidoreductase, B subunit]",[evalue=5.18348E-148]
[locus_tag=PMT_1893],[protein_id=CAE22068.1],[gene=ndhC],[protein=putative NADH Dehydrogenase subunit],[locus_tag=Syncc8109_0196],[protein_id=AHF62611.1],[gene=ndhC],[protein=putative NADH dehydrogenase subunit],[evalue=3.35890E-79]
[locus_tag=PMT_1894],[protein_id=CAE22069.1],[gene=rub],[protein=probable rubredoxin],[locus_tag=Syncc8109_0195],[protein_id=AHF62610.1],[gene=rub],[protein=putative rubredoxin],[evalue=1.09794E-62]
[locus_tag=PMT_1895],[protein_id=CAE22070.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0194],[protein_id=AHF62609.1],[gene=None],[protein=photosystem II stability/assembly factor-like protein],[evalue=1.72699E-164]
[locus_tag=PMT_1896],[protein_id=CAE22071.1],[gene=psbE],[protein=Cytochrome b559 alpha-subunit],[locus_tag=Syncc8109_0193],[protein_id=AHF62608.1],[gene=psbE],"[protein=cytochrome b559, alpha subunit]",[evalue=2.01217E-54]
[locus_tag=PMT_1897],[protein_id=CAE22072.1],[gene=psbF],[protein=Cytochrome b559 beta-subunit],[locus_tag=Syncc8109_0192],[protein_id=AHF62607.1],[gene=psbF],"[protein=Cytochrome b559, beta subunit]",[evalue=2.49271E-18]
[locus_tag=PMT_1898],[protein_id=CAE22073.1],[gene=psbL],[protein=photosystem II PsbL protein],[locus_tag=Syncc8109_0191],[protein_id=AHF62606.1],[gene=psbL],[protein=photosystem II reaction center L protein],[evalue=2.09849E-19]
[locus_tag=PMT_1899],[protein_id=CAE22074.1],[gene=psbJ],[protein=photosytem II PsbJ protein],[locus_tag=Syncc8109_0190],[protein_id=AHF62605.1],[gene=psbJ],[protein=putative photosystem II reaction center J protein],[evalue=4.91577E-31]
[locus_tag=PMT_1900],[protein_id=CAE22075.1],[gene=None],[protein=5'-methylthioadenosine phosphorylase],[locus_tag=Syncc8109_1272],[protein_id=AHF63639.1],[gene=mtaP],[protein=Methylthioadenosine phosphorylase],[evalue=2.77087E-149]
[locus_tag=PMT_1901],[protein_id=CAE22076.1],[gene=None],[protein=Initiation factor 2 subunit family],[locus_tag=Syncc8109_0538],[protein_id=AHF62927.1],[gene=mtnA],[protein=Initiation factor 2B alpha/beta/delta],[evalue=8.56159E-76]
[locus_tag=PMT_1903],[protein_id=CAE22078.1],[gene=None],[protein=Putative nucleotide sugar epimerase],[locus_tag=Syncc8109_0189],[protein_id=AHF62604.1],[gene=None],[protein=putative nucleotide sugar epimerase],[evalue=0.00000E+00],[locus_tag=Syncc8109_2128],[protein_id=AHF64465.1],[gene=rfbB],"[protein=dTDP-glucose 4,6-dehydratase]",[evalue=3.66973E-23],[locus_tag=Syncc8109_0185],[protein_id=AHF62600.1],[gene=galE],[protein=UDP-glucose 4-epimerase],[evalue=1.05736E-18]
[locus_tag=PMT_1904],[protein_id=CAE22079.1],[gene=ugd],[protein=UDP-glucose 6-dehydrogenase],[locus_tag=Syncc8109_0188],[protein_id=AHF62603.1],[gene=ugd],[protein=UDP-glucose 6-dehydrogenase],[evalue=0.00000E+00]
[locus_tag=PMT_1905],[protein_id=CAE22080.1],[gene=hisS],[protein=Histidyl-tRNA synthetase],[locus_tag=Syncc8109_0186],[protein_id=AHF62601.1],[gene=hisS],[protein=histidyl-tRNA synthetase],[evalue=0.00000E+00],[locus_tag=Syncc8109_1261],[protein_id=AHF63629.1],[gene=None],[protein=ATP phosphoribosyltransferase regulatory subunit],[evalue=1.37885E-14]
[locus_tag=PMT_1907],[protein_id=CAE22082.1],[gene=galE],[protein=UDP-glucose-4-epimerase],[locus_tag=Syncc8109_0185],[protein_id=AHF62600.1],[gene=galE],[protein=UDP-glucose 4-epimerase],[evalue=1.90912E-165],[locus_tag=Syncc8109_0189],[protein_id=AHF62604.1],[gene=None],[protein=putative nucleotide sugar epimerase],[evalue=1.91096E-18],[locus_tag=Syncc8109_0187],[protein_id=AHF62602.1],[gene=None],[protein=putative nucleoside-diphosphate sugar epimerase],[evalue=1.24565E-11]
[locus_tag=PMT_1908],[protein_id=CAE22083.1],[gene=None],[protein=possible sugar transferase],[locus_tag=Syncc8109_0090],[protein_id=AHF62512.1],[gene=None],[protein=putative bacterial sugar transferase],[evalue=6.69348E-150],[locus_tag=Syncc8109_1891],[protein_id=AHF64239.1],[gene=None],[protein=Undecaprenyl-phosphate galactosephosphotransferase],[evalue=2.02405E-29]
[locus_tag=PMT_1909],[protein_id=CAE22084.1],[gene=selD],"[protein=Selenide,water dikinase]",[locus_tag=Syncc8109_0184],[protein_id=AHF62599.1],[gene=None],"[protein=Selenide,water dikinase]",[evalue=0.00000E+00]
[locus_tag=PMT_1910],[protein_id=CAE22085.1],[gene=None],[protein=tRNA nucleotidyltransferase/poly(A) polymerase],[locus_tag=Syncc8109_0180],[protein_id=AHF62598.1],[gene=None],[protein=putative polyA polymerase],[evalue=4.09926E-122],[locus_tag=Syncc8109_2501],[protein_id=AHF64808.1],[gene=None],[protein=poly A polymerase family protein],[evalue=1.96873E-11]
[locus_tag=PMT_1917],[protein_id=CAE22092.1],[gene=uvrD],[protein=UvrD/REP helicase],[locus_tag=Syncc8109_0179],[protein_id=AHF62597.1],[gene=pcrA],[protein=ATP-dependent DNA helicase PcrA],[evalue=0.00000E+00]
[locus_tag=PMT_1929],[protein_id=CAE22104.1],[gene=None],[protein=ATP-binding ABC transporter family],[locus_tag=Syncc8109_0984],[protein_id=AHF63358.1],[gene=mdlB],[protein=ATPase],[evalue=1.09602E-57],[locus_tag=Syncc8109_0092],[protein_id=AHF62514.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=9.94486E-43],[locus_tag=Syncc8109_0860],[protein_id=AHF63238.1],[gene=mdlB],[protein=ATPase],[evalue=7.86544E-42]
[locus_tag=PMT_1930],[protein_id=CAE22105.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0175],[protein_id=AHF62593.1],[gene=None],[protein=hypothetical protein],[evalue=1.43730E-128]
[locus_tag=PMT_1932],[protein_id=CAE22106.1],[gene=None],[protein=possible heme oxygenase],[locus_tag=Syncc8109_0174],[protein_id=AHF62592.1],[gene=ho1],[protein=Heme oxygenase (decyclizing)],[evalue=4.63849E-14]
[locus_tag=PMT_1934],[protein_id=CAE22108.1],[gene=None],"[protein=Glycosyl transferase, family 2]",[locus_tag=Syncc8109_0345],[protein_id=AHF62753.1],[gene=None],"[protein=glycosyl transferase, family 2]",[evalue=6.35793E-26]
[locus_tag=PMT_1935],[protein_id=CAE22109.1],[gene=icd],[protein=Isocitrate dehydrogenase],[locus_tag=Syncc8109_0169],[protein_id=AHF62587.1],[gene=icd],[protein=Isocitrate dehydrogenase],[evalue=0.00000E+00],[locus_tag=Syncc8109_0815],[protein_id=AHF63195.1],[gene=leuB],[protein=3-isopropylmalate dehydrogenase],[evalue=2.40996E-15]
[locus_tag=PMT_1937],[protein_id=CAE22111.1],[gene=None],[protein=Fe-S oxidoreductase],[locus_tag=Syncc8109_0168],[protein_id=AHF62586.1],[gene=None],[protein=putative glycolate oxidase subunit (Fe-S) protein],[evalue=0.00000E+00]
[locus_tag=PMT_1938],[protein_id=CAE22112.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0167],[protein_id=AHF62585.1],[gene=None],[protein=hypothetical protein],[evalue=0.00000E+00]
[locus_tag=PMT_1939],[protein_id=CAE22113.1],[gene=glcE],[protein=putative glycolate oxidase subunit GlcE],[locus_tag=Syncc8109_0166],[protein_id=AHF62584.1],[gene=glcE],[protein=putative glycolate oxidase subunit GlcE],[evalue=1.68723E-138]
[locus_tag=PMT_1942],[protein_id=CAE22116.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0165],[protein_id=AHF62583.1],[gene=None],[protein=hypothetical protein],[evalue=1.41308E-139]
[locus_tag=PMT_1943],[protein_id=CAE22117.1],[gene=None],[protein=possible alpha/beta hydrolase superfamily],[locus_tag=Syncc8109_0164],[protein_id=AHF62582.1],[gene=None],[protein=hypothetical protein],[evalue=2.67703E-121],[locus_tag=Syncc8109_0121],[protein_id=AHF62541.1],[gene=None],[protein=hypothetical protein],[evalue=1.26947E-51],[locus_tag=Syncc8109_2091],[protein_id=AHF64429.1],[gene=None],[protein=alpha/beta hydrolase superfamily protein],[evalue=4.40397E-39]
[locus_tag=PMT_1944],[protein_id=CAE22118.1],[gene=None],"[protein=putative Na+/H+ antiporter, CPA2 family]",[locus_tag=Syncc8109_0162],[protein_id=AHF62580.1],[gene=None],"[protein=putative Na+/H+ antiporter, CPA2 family protein]",[evalue=0.00000E+00]
[locus_tag=PMT_1946],[protein_id=CAE22120.1],[gene=None],[protein=Phosphorylase],[locus_tag=Syncc8109_0161],[protein_id=AHF62579.1],[gene=None],[protein=Glycogen/starch/alpha-glucan phosphorylase],[evalue=0.00000E+00]
[locus_tag=PMT_1947],[protein_id=CAE22121.1],[gene=None],[protein=conserved hypothetical],[locus_tag=Syncc8109_0160],[protein_id=AHF62578.1],[gene=None],[protein=hypothetical protein],[evalue=1.10827E-87]
[locus_tag=PMT_1948],[protein_id=CAE22122.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0159],[protein_id=AHF62577.1],[gene=None],[protein=hypothetical protein],[evalue=2.32212E-57]
[locus_tag=PMT_1949],[protein_id=CAE22123.1],[gene=rnc],[protein=putative ribonuclease III],[locus_tag=Syncc8109_0156],[protein_id=AHF62576.1],[gene=rnc],[protein=Ribonuclease III],[evalue=6.46135E-81]
[locus_tag=PMT_1950],[protein_id=CAE22124.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=Syncc8109_0154],[protein_id=AHF62574.1],[gene=None],[protein=hypothetical protein],[evalue=3.38963E-26]
[locus_tag=PMT_1951],[protein_id=CAE22125.1],[gene=rimM],[protein=possible 16S rRNA processing protein RimM],[locus_tag=Syncc8109_0153],[protein_id=AHF62573.1],[gene=rimM],[protein=16S rRNA processing protein RimM],[evalue=3.45055E-74]
[locus_tag=PMT_1952],[protein_id=CAE22126.1],[gene=manC],[protein=GDP-mannose pyrophosphorylase],[locus_tag=Syncc8109_0152],[protein_id=AHF62572.1],[gene=manC],[protein=Mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase],[evalue=0.00000E+00],[locus_tag=Syncc8109_0978],[protein_id=AHF63352.1],[gene=None],[protein=mannose-6-phosphate isomerase WbpW-like protein],[evalue=1.32317E-16]
[locus_tag=PMT_1953],[protein_id=CAE22127.1],[gene=glmS],[protein=Glutamine--fructose-6-phosphate transaminase (isomerizing)],[locus_tag=Syncc8109_0151],[protein_id=AHF62571.1],[gene=glmS],"[protein=glucosamine--fructose-6-phosphate aminotransferase, isomerizing]",[evalue=0.00000E+00]
[locus_tag=PMT_1954],[protein_id=CAE22128.1],[gene=psaC],[protein=Photosystem I subunit PsaC],[locus_tag=Syncc8109_0150],[protein_id=AHF62570.1],[gene=psaC],[protein=photosystem I iron-sulfur center subunit VII (PsaC)],[evalue=4.79945E-55]
