[locus_tag=PMT_0001],[protein_id=CAE20176.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[locus_tag=PMM0001],[protein_id=CAE18460.1],[gene=dnaN],"[protein=DNA polymerase III, beta chain]",[evalue=1.18003E-157]
[locus_tag=PMT_2068],[protein_id=CAE22242.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0185],[protein_id=CAE18644.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.21957E-67]
[locus_tag=PMT_2069],[protein_id=CAE22243.1],[gene=hisC],[protein=Aminotransferases class-I],[locus_tag=PMM0186],[protein_id=CAE18645.1],[gene=hisC],[protein=Aminotransferases class-I],[evalue=2.43244E-141],[locus_tag=PMM0198],[protein_id=CAE18657.1],[gene=None],[protein=Aminotransferases class-I],[evalue=9.98147E-19],[locus_tag=PMM0674],[protein_id=CAE19133.1],[gene=aspC],[protein=Aminotransferases class-I],[evalue=1.53822E-11]
[locus_tag=PMT_2070],[protein_id=CAE22244.1],[gene=argS],[protein=Arginyl-tRNA synthetase],[locus_tag=PMM0187],[protein_id=CAE18646.1],[gene=argS],[protein=Arginyl-tRNA synthetase],[evalue=0.00000E+00]
[locus_tag=PMT_2073],[protein_id=CAE22247.1],[gene=nadC],[protein=None],[locus_tag=PMM0188],[protein_id=CAE18647.1],[gene=nadC],[protein=None],[evalue=3.22403E-91]
[locus_tag=PMT_2074],[protein_id=CAE22248.1],[gene=None],[protein=putative thiophen / furan oxidation protein],[locus_tag=PMM0189],[protein_id=CAE18648.1],[gene=None],[protein=putative thiophen / furan oxidation protein],[evalue=2.62152E-128],[locus_tag=PMM0391],[protein_id=CAE18850.1],[gene=None],[protein=None],[evalue=1.30337E-17],[locus_tag=PMM0391],[protein_id=CAE18850.1],[gene=None],[protein=None],[evalue=4.26483E-11]
[locus_tag=PMT_2075],[protein_id=CAE22249.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0190],[protein_id=CAE18649.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.49650E-36]
[locus_tag=PMT_2077],[protein_id=CAE22251.1],[gene=None],"[protein=small mechanosensitive ion channel, MscS family]",[locus_tag=PMM0635],[protein_id=CAE19094.1],[gene=None],"[protein=small mechanosensitive ion channel, MscS family]",[evalue=8.42714E-12]
[locus_tag=PMT_2082],[protein_id=CAE22256.1],[gene=None],[protein=possible kinase],[locus_tag=PMM0209],[protein_id=CAE18668.1],[gene=None],[protein=possible kinase],[evalue=0.00000E+00],[locus_tag=PMM1714],[protein_id=CAE20173.1],[gene=None],[protein=None],[evalue=7.62549E-82],[locus_tag=PMM1083],[protein_id=CAE19542.1],[gene=None],[protein=possible kinase],[evalue=1.88289E-60]
[locus_tag=PMT_2083],[protein_id=CAE22257.1],[gene=eno],[protein=Enolase],[locus_tag=PMM0208],[protein_id=CAE18667.1],[gene=eno],[protein=Enolase],[evalue=0.00000E+00]
[locus_tag=PMT_2084],[protein_id=CAE22258.1],[gene=gloA],[protein=None],[locus_tag=PMM0653],[protein_id=CAE19112.1],[gene=gloA],[protein=LACTOYLGLUTATHIONE LYASE],[evalue=2.16785E-58]
[locus_tag=PMT_2085],[protein_id=CAE22259.1],[gene=clpB2],"[protein=putative ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB]",[locus_tag=PMM0207],[protein_id=CAE18666.1],[gene=clpB2],"[protein=putative ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB]",[evalue=0.00000E+00],[locus_tag=PMM0580],[protein_id=CAE19039.1],[gene=clpB1],"[protein=ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB]",[evalue=0.00000E+00],[locus_tag=PMM1088],[protein_id=CAE19547.1],[gene=clpC],[protein=ClpC],[evalue=0.00000E+00]
[locus_tag=PMT_2086],[protein_id=CAE22260.1],[gene=secE],"[protein=putative preprotein translocase, SecE subunit]",[locus_tag=PMM0206],[protein_id=CAE18665.1],[gene=secE],"[protein=putative preprotein translocase, SecE subunit]",[evalue=4.40526E-28]
[locus_tag=PMT_2087],[protein_id=CAE22261.1],[gene=nusG],"[protein=transcription antitermination protein, NusG]",[locus_tag=PMM0205],[protein_id=CAE18664.1],[gene=nusG],"[protein=transcription antitermination protein, NusG]",[evalue=5.61272E-125]
[locus_tag=PMT_2088],[protein_id=CAE22262.1],[gene=None],[protein=50S ribosomal protein L11],[locus_tag=PMM0204],[protein_id=CAE18663.1],[gene=None],[protein=50S ribosomal protein L11],[evalue=4.77296E-95]
[locus_tag=PMT_2089],[protein_id=CAE22263.1],[gene=None],[protein=50S ribosomal protein L1],[locus_tag=PMM0203],[protein_id=CAE18662.1],[gene=None],[protein=50S ribosomal protein L1],[evalue=1.87106E-142]
[locus_tag=PMT_2090],[protein_id=CAE22264.1],[gene=None],[protein=50S ribosomal protein L10],[locus_tag=PMM0202],[protein_id=CAE18661.1],[gene=None],[protein=50S ribosomal protein L10],[evalue=5.92243E-97]
[locus_tag=PMT_2091],[protein_id=CAE22265.1],[gene=None],[protein=50S ribosomal protein L7/L12],[locus_tag=PMM0201],[protein_id=CAE18660.1],[gene=None],[protein=50S ribosomal protein L7/L12],[evalue=1.51355E-52]
[locus_tag=PMT_2093],[protein_id=CAE22267.1],[gene=rnhA],[protein=possible ribonuclease HI],[locus_tag=PMM0200],[protein_id=CAE18659.1],[gene=rnhA],[protein=possible ribonuclease HI],[evalue=6.23457E-61]
[locus_tag=PMT_2094],[protein_id=CAE22268.1],[gene=pyrD],[protein=Dihydroorotate dehydrogenase],[locus_tag=PMM0199],[protein_id=CAE18658.1],[gene=pyrD],[protein=Dihydroorotate dehydrogenase],[evalue=2.56093E-146]
[locus_tag=PMT_2100],[protein_id=CAE22274.1],[gene=None],[protein=Aminotransferases class-I],[locus_tag=PMM0198],[protein_id=CAE18657.1],[gene=None],[protein=Aminotransferases class-I],[evalue=3.68287E-124],[locus_tag=PMM0186],[protein_id=CAE18645.1],[gene=hisC],[protein=Aminotransferases class-I],[evalue=5.19560E-17]
[locus_tag=PMT_2101],[protein_id=CAE22275.1],[gene=murG],[protein=Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase],[locus_tag=PMM0197],[protein_id=CAE18656.1],[gene=murG],[protein=Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase],[evalue=4.48246E-98]
[locus_tag=PMT_2102],[protein_id=CAE22276.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0196],[protein_id=CAE18655.1],[gene=None],[protein=conserved hypothetical protein],[evalue=8.48569E-36]
[locus_tag=PMT_2103],[protein_id=CAE22277.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1383],[protein_id=CAE19842.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.23890E-71]
[locus_tag=PMT_2104],[protein_id=CAE22278.1],[gene=None],[protein=Glutathione S-transferase N terminus],[locus_tag=PMM0630],[protein_id=CAE19089.1],[gene=None],[protein=Glutathione S-transferase N terminus],[evalue=2.77127E-58]
[locus_tag=PMT_2106],[protein_id=CAE22280.1],[gene=None],[protein=Phosphoglycerate kinase],[locus_tag=PMM0195],[protein_id=CAE18654.1],[gene=None],[protein=Phosphoglycerate kinase],[evalue=0.00000E+00]
[locus_tag=PMT_2108],[protein_id=CAE22282.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0194],[protein_id=CAE18653.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.30517E-123]
[locus_tag=PMT_2109],[protein_id=CAE22283.1],[gene=rluD],[protein=putative pseudouridylate synthase specific to ribosomal large subunit],[locus_tag=PMM0193],[protein_id=CAE18652.1],[gene=rluD],[protein=putative pseudouridylate synthase specific to ribosomal large subunit],[evalue=2.77351E-162]
[locus_tag=PMT_2110],[protein_id=CAE22284.1],[gene=None],"[protein=ABC transporter, ATP binding component, possibly for oligopeptides]",[locus_tag=PMM0192],[protein_id=CAE18651.1],[gene=None],"[protein=ABC transporter, ATP binding component, possibly for oligopeptides]",[evalue=1.14836E-167],[locus_tag=PMM0803],[protein_id=CAE19262.1],[gene=None],"[protein=ABC transporter, ATP binding component, possibly iron transporter]",[evalue=9.13191E-30],[locus_tag=PMM0803],[protein_id=CAE19262.1],[gene=None],"[protein=ABC transporter, ATP binding component, possibly iron transporter]",[evalue=2.37073E-24]
[locus_tag=PMT_2111],[protein_id=CAE22285.1],[gene=spoT],[protein=None],[locus_tag=PMM0191],[protein_id=CAE18650.1],[gene=spoT],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMT_2113],[protein_id=CAE22287.1],[gene=None],[protein=Uncharacterized protein family UPF0061],[locus_tag=PMM1132],[protein_id=CAE19591.1],[gene=None],[protein=conserved hypothetical protein],[evalue=3.32884E-25]
[locus_tag=PMT_2115],[protein_id=CAE22289.1],[gene=None],[protein=possible Kelch motif],[locus_tag=PMM1427],[protein_id=CAE19886.1],[gene=None],[protein=conserved hypothetical],[evalue=3.39566E-18],[locus_tag=PMM0685],[protein_id=CAE19144.1],[gene=None],[protein=hypothetical protein],[evalue=8.39976E-18]
[locus_tag=PMT_2116],[protein_id=CAE22290.1],[gene=None],[protein=hypothetical],[locus_tag=PMM1022],[protein_id=CAE19481.1],[gene=None],[protein=conserved hypothetical],[evalue=7.94462E-56],[locus_tag=PMM1408],[protein_id=CAE19867.1],[gene=None],[protein=hypothetical],[evalue=1.80763E-15]
[locus_tag=PMT_2135],[protein_id=CAE22309.1],[gene=argJ],[protein=ArgJ family],[locus_tag=PMM0050],[protein_id=CAE18509.1],[gene=argJ],[protein=ArgJ family],[evalue=7.54581E-149]
[locus_tag=PMT_2136],[protein_id=CAE22310.1],[gene=coaE],[protein=putative dephospho-CoA kinase],[locus_tag=PMM0049],[protein_id=CAE18508.1],[gene=coaE],[protein=putative dephospho-CoA kinase],[evalue=7.57393E-47]
[locus_tag=PMT_2139],[protein_id=CAE22313.1],[gene=gatB],[protein=None],[locus_tag=PMM0048],[protein_id=CAE18507.1],[gene=gatB],[protein=None],[evalue=0.00000E+00]
[locus_tag=PMT_2140],[protein_id=CAE22314.1],[gene=thiO],[protein=PUTATIVE THIAMINE BIOSYNTHESIS OXIDOREDUCTASE],[locus_tag=PMM0047],[protein_id=CAE18506.1],[gene=thiO],[protein=PUTATIVE THIAMINE BIOSYNTHESIS OXIDOREDUCTASE],[evalue=6.91214E-142]
[locus_tag=PMT_2143],[protein_id=CAE22317.1],[gene=None],"[protein=ABC transporter, multidrug efflux type]",[locus_tag=PMM1099],[protein_id=CAE19558.1],[gene=None],"[protein=ABC transporter, multidrug efflux family]",[evalue=1.97824E-47],[locus_tag=PMM0561],[protein_id=CAE19020.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=5.81017E-46],[locus_tag=PMM0827],[protein_id=CAE19286.1],[gene=None],"[protein=ABC transporter, possibly multidrug efflux]",[evalue=1.26503E-45]
[locus_tag=PMT_2145],[protein_id=CAE22319.1],[gene=None],"[protein=ABC transporter, multidrug efflux type]",[locus_tag=PMM0561],[protein_id=CAE19020.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=1.75123E-50],[locus_tag=PMM1099],[protein_id=CAE19558.1],[gene=None],"[protein=ABC transporter, multidrug efflux family]",[evalue=4.90030E-43],[locus_tag=PMM0827],[protein_id=CAE19286.1],[gene=None],"[protein=ABC transporter, possibly multidrug efflux]",[evalue=9.66807E-43]
[locus_tag=PMT_2148],[protein_id=CAE22322.1],[gene=None],[protein=Nucleoside diphosphate kinase],[locus_tag=PMM0046],[protein_id=CAE18505.1],[gene=None],[protein=Nucleoside diphosphate kinase],[evalue=2.45707E-84]
[locus_tag=PMT_2150],[protein_id=CAE22324.1],[gene=None],[protein=None],[locus_tag=PMM0045],[protein_id=CAE18504.1],[gene=None],[protein=Orn/DAP/Arg decarboxylases family 2],[evalue=0.00000E+00],[locus_tag=PMM1090],[protein_id=CAE19549.1],[gene=lysA],[protein=Diaminopimelate decarboxylase],[evalue=5.27443E-16]
[locus_tag=PMT_2157],[protein_id=CAE22331.1],[gene=None],[protein=None],[locus_tag=PMM0044],[protein_id=CAE18503.1],[gene=alaS],[protein=Alanyl-tRNA synthetase],[evalue=0.00000E+00]
[locus_tag=PMT_2164],[protein_id=CAE22338.1],[gene=None],[protein=None],[locus_tag=PMM0043],[protein_id=CAE18502.1],[gene=None],[protein=flavoprotein],[evalue=0.00000E+00],[locus_tag=PMM0042],[protein_id=CAE18501.1],[gene=None],[protein=flavoprotein],[evalue=7.81123E-97],[locus_tag=PMM0883],[protein_id=CAE19342.1],[gene=None],[protein=conserved hypothetical protein],[evalue=8.69120E-11]
[locus_tag=PMT_2165],[protein_id=CAE22339.1],[gene=None],[protein=None],[locus_tag=PMM0042],[protein_id=CAE18501.1],[gene=None],[protein=flavoprotein],[evalue=0.00000E+00],[locus_tag=PMM0043],[protein_id=CAE18502.1],[gene=None],[protein=flavoprotein],[evalue=9.76892E-92]
[locus_tag=PMT_2167],[protein_id=CAE22341.1],[gene=None],[protein=possible reductase],[locus_tag=PMM0041],[protein_id=CAE18500.1],[gene=None],[protein=possible reductase],[evalue=6.41149E-63]
[locus_tag=PMT_2168],[protein_id=CAE22342.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1667],[protein_id=CAE20126.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.58248E-17]
[locus_tag=PMT_2169],[protein_id=CAE22343.1],[gene=gcvP],[protein=Glycine cleavage system P-protein],[locus_tag=PMM1668],[protein_id=CAE20127.1],[gene=gcvP],[protein=Glycine cleavage system P-protein],[evalue=0.00000E+00]
[locus_tag=PMT_2170],[protein_id=CAE22344.1],[gene=None],[protein=putative Glycine cleavage H-protein],[locus_tag=PMM1669],[protein_id=CAE20128.1],[gene=None],[protein=putative Glycine cleavage H-protein],[evalue=4.27138E-49]
[locus_tag=PMT_2171],[protein_id=CAE22345.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1670],[protein_id=CAE20129.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.94713E-169]
[locus_tag=PMT_2172],[protein_id=CAE22346.1],[gene=desC],"[protein=Fatty acid desaturase, type 1]",[locus_tag=PMM1672],[protein_id=CAE20131.1],[gene=des9],"[protein=Fatty acid desaturase, type 1]",[evalue=1.35438E-105]
[locus_tag=PMT_2173],[protein_id=CAE22347.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1671],[protein_id=CAE20130.1],[gene=None],[protein=conserved hypothetical protein],[evalue=1.63122E-101]
[locus_tag=PMT_2174],[protein_id=CAE22348.1],[gene=desC],"[protein=Fatty acid desaturase, type 1]",[locus_tag=PMM1672],[protein_id=CAE20131.1],[gene=des9],"[protein=Fatty acid desaturase, type 1]",[evalue=9.40682E-144]
[locus_tag=PMT_2175],[protein_id=CAE22349.1],[gene=None],[protein=50S ribosomal protein L9],[locus_tag=PMM1673],[protein_id=CAE20132.1],[gene=None],[protein=50S ribosomal protein L9],[evalue=1.72251E-76]
[locus_tag=PMT_2176],[protein_id=CAE22350.1],[gene=dnaB],[protein=None],[locus_tag=PMM1674],[protein_id=CAE20133.1],[gene=dnaB],[protein=DnaB replicative helicase],[evalue=0.00000E+00]
[locus_tag=PMT_2177],[protein_id=CAE22351.1],[gene=None],[protein=Glucose inhibited division protein A family],[locus_tag=PMM1675],[protein_id=CAE20134.1],[gene=None],[protein=Glucose inhibited division protein A],[evalue=0.00000E+00]
[locus_tag=PMT_2179],[protein_id=CAE22353.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1676],[protein_id=CAE20135.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.59325E-67]
[locus_tag=PMT_2181],[protein_id=CAE22355.1],[gene=None],[protein=None],[locus_tag=PMM2019],[protein_id=CAP16524.1],[gene=None],[protein=Conserved hypothetical protein],[evalue=1.00074E-26]
[locus_tag=PMT_2182],[protein_id=CAE22356.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1677],[protein_id=CAE20136.1],[gene=None],[protein=conserved hypothetical protein],[evalue=4.65347E-67]
[locus_tag=PMT_2183],[protein_id=CAE22357.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1678],[protein_id=CAE20137.1],[gene=None],[protein=conserved hypothetical protein],[evalue=8.91634E-66]
[locus_tag=PMT_2185],[protein_id=CAE22359.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1680],[protein_id=CAE20139.1],[gene=None],[protein=conserved hypothetical protein],[evalue=2.80822E-12]
[locus_tag=PMT_2186],[protein_id=CAE22360.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM1681],[protein_id=CAE20140.1],[gene=None],[protein=conserved hypothetical protein],[evalue=7.42112E-40]
[locus_tag=PMT_2188],[protein_id=CAE22362.1],[gene=None],"[protein=conserved membrane protein, multidrug efflux associated]",[locus_tag=PMM0978],[protein_id=CAE19437.1],[gene=None],"[protein=conserved membrane protein, multidrug efflux associated]",[evalue=3.26305E-98]
[locus_tag=PMT_2189],[protein_id=CAE22363.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[locus_tag=PMM0977],[protein_id=CAE19436.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=9.71416E-100]
[locus_tag=PMT_2190],[protein_id=CAE22364.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[locus_tag=PMM0976],[protein_id=CAE19435.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=2.17467E-131],[locus_tag=PMM0449],[protein_id=CAE18908.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=1.45897E-30],[locus_tag=PMM0602],[protein_id=CAE19061.1],[gene=None],"[protein=ABC transporter, ATP binding domain, possibly Mn transporter]",[evalue=1.55405E-23]
[locus_tag=PMT_2191],[protein_id=CAE22365.1],[gene=valS],[protein=None],[locus_tag=PMM1682],[protein_id=CAE20141.1],[gene=valS],[protein=Valyl-tRNA synthetase],[evalue=0.00000E+00],[locus_tag=PMM0238],[protein_id=CAE18697.1],[gene=ileS],[protein=Isoleucyl-tRNA synthetase],[evalue=1.95045E-68],[locus_tag=PMM0889],[protein_id=CAE19348.1],[gene=leuS],[protein=Leucyl-tRNA synthetase],[evalue=3.62023E-24]
[locus_tag=PMT_2195],[protein_id=CAE22369.1],[gene=None],"[protein=ferredoxin, PetF like protein]",[locus_tag=PMM0898],[protein_id=CAE19357.1],[gene=petF],"[protein=ferredoxin, petF-like protein]",[evalue=6.73113E-45],[locus_tag=PMM1352],[protein_id=CAE19811.1],[gene=petF],[protein=ferredoxin],[evalue=1.63099E-22],[locus_tag=PMM1449],[protein_id=CAE19908.1],[gene=petF],[protein=ferredoxin],[evalue=6.67574E-20]
[locus_tag=PMT_2196],[protein_id=CAE22370.1],[gene=None],[protein=conserved hypothetical protein],[locus_tag=PMM0844],[protein_id=CAE19303.1],[gene=None],[protein=phytochrome-regulated gene],[evalue=2.07789E-67]
[locus_tag=PMT_2197],[protein_id=CAE22371.1],[gene=None],"[protein=Bacterial regulatory proteins, ArsR family]",[locus_tag=PMM0714],[protein_id=CAE19173.1],[gene=None],"[protein=Bacterial regulatory proteins, ArsR family]",[evalue=1.53724E-13]
[locus_tag=PMT_2201],[protein_id=CAE22375.1],[gene=None],"[protein=ABC transporter component, possibly Mn transport]",[locus_tag=PMM1029],[protein_id=CAE19488.1],[gene=None],"[protein=ABC transporter component, possibly Mn transport]",[evalue=6.72898E-74],[locus_tag=PMM0603],[protein_id=CAE19062.1],[gene=None],"[protein=ABC transporter component, possibly Mn transport]",[evalue=6.83516E-19]
[locus_tag=PMT_2202],[protein_id=CAE22376.1],[gene=None],"[protein=ABC transporter, ATP binding domain, possibly Mn transport]",[locus_tag=PMM1031],[protein_id=CAE19490.1],[gene=None],"[protein=ABC transporter, ATP binding domain, possibly Mn transport]",[evalue=6.78429E-70],[locus_tag=PMM0602],[protein_id=CAE19061.1],[gene=None],"[protein=ABC transporter, ATP binding domain, possibly Mn transporter]",[evalue=9.92736E-36],[locus_tag=PMM0449],[protein_id=CAE18908.1],[gene=None],[protein=putative multidrug efflux ABC transporter],[evalue=1.78539E-24]
[locus_tag=PMT_2203],[protein_id=CAE22377.1],[gene=None],"[protein=ABC transporter, substrate binding protein, possibly Mn]",[locus_tag=PMM1032],[protein_id=CAE19491.1],[gene=None],[protein=None],[evalue=1.44918E-41],[locus_tag=PMM1032],[protein_id=CAE19491.1],[gene=None],[protein=None],[evalue=9.82982E-14],[locus_tag=PMM0601],[protein_id=CAE19060.1],[gene=None],"[protein=ABC transporter, substrate binding protein, possibly Mn]",[evalue=1.33347E-14]
[locus_tag=PMT_2208],[protein_id=CAE22382.1],[gene=None],[protein=Ferric uptake regulator family],[locus_tag=PMM1030],[protein_id=CAE19489.1],[gene=None],[protein=Ferric uptake regulator family],[evalue=1.84400E-48]
[locus_tag=PMT_2209],[protein_id=CAE22383.1],[gene=None],"[protein=possible AIR synthase related protein, C-termi]",[locus_tag=PMM1683],[protein_id=CAE20142.1],[gene=None],[protein=conserved hypothetical],[evalue=1.10733E-36]
[locus_tag=PMT_2211],[protein_id=CAE22385.1],[gene=None],[protein=MazG family protein],[locus_tag=PMM1684],[protein_id=CAE20143.1],[gene=None],[protein=MazG family protein],[evalue=1.32585E-66]
